"","df.Movies","df.Horror","df.Thriller","df.Comedy","df.Romantic","df.Sci.fi","df.War","df.Fantasy.Fairy.tales","df.Animated","df.Documentary","df.Western","df.Action","cluster","Pc1","Pc2","kclust","hclust"
"433",-5,-3,-5,-4,-2,-3,-4,-2,-3,-3,-2,-5,2,-1.85781329596471,-1.53385977870954,"2","3"
"434",-5,-2,-3,-5,-5,-3,-3,-3,-4,-3,-1,-1,1,1.81896413105034,0.179140389409452,"1","1"
"435",-4,-3,-4,-4,-4,-2,-2,-5,-4,-4,-2,-2,1,1.33327054745687,0.110896168478763,"1","1"
"436",-3,-1,-1,-5,-3,-3,-3,-1,-1,-5,-2,-2,2,1.28934640331265,-3.30063631093974,"2","3"
"437",-5,-1,-1,-4,-3,-2,-4,-5,-5,-4,-2,-3,1,1.39675726024675,0.683012610037183,"1","1"
"438",-5,-3,-3,-5,-5,-5,-5,-5,-5,-4,-1,-3,3,-0.0629382802260284,2.14330138791969,"3","2"
"439",-4,-4,-5,-3,-5,-1,-5,-2,-2,-4,-1,-1,2,0.520183838754759,-2.45622050802854,"2","3"
"440",-5,-3,-5,-4,-2,-5,-5,-5,-5,-3,-5,-5,3,-3.14476492464867,1.11323488689674,"3","2"
"441",-5,-2,-1,-5,-5,-5,-3,-5,-5,-5,-4,-2,1,0.627301051793954,2.16487044168645,"1","1"
"442",-5,-5,-4,-5,-3,-4,-5,-4,-2,-3,-1,-2,2,-0.810999945012158,-0.447556753805912,"2","3"
"443",-5,-2,-4,-5,-3,-4,-3,-3,-4,-4,-5,-5,3,-1.96775444292651,0.374044720813012,"3","3"
"444",-5,-1,-5,-5,-2,-3,-3,-2,-2,-3,-2,-4,2,-0.853219353982299,-1.7008304306659,"2","3"
"445",-4,-2,-3,-3,-2,-4,-1,-5,-1,-5,-3,-2,2,0.444251302061037,-1.92715783006223,"2","3"
"446",-4,-2,-3,-4,-4,-4,-4,-4,-3,-4,-4,-4,3,-0.790428214527576,-0.362215647006505,"3","3"
"447",-5,-3,-3,-5,-4,-4,-2,-4,-4,-3,-3,-4,3,-0.0954501010387084,0.819515190318957,"3","2"
"448",-4,-3,-5,-5,-3,-3,-3,-4,-4,-3,-2,-4,3,-0.416236589264866,0.0107497508120371,"3","2"
"449",-5,-3,-4,-5,-3,-3,-5,-5,-5,-5,-4,-4,3,-1.67394882110072,1.70924190341756,"3","2"
"450",-5,-5,-4,-5,-1,-4,-4,-1,-4,-3,-5,-5,3,-3.45455769915479,-1.13781472788554,"3","3"
"451",-5,-5,-5,-5,-1,-5,-5,-5,-5,-3,-3,-5,3,-3.15464351659,1.26153740101839,"3","2"
"452",-5,-4,-5,-3,-2,-1,-1,-4,-5,-4,-2,-3,1,0.283833251636473,-0.442003088685085,"1","1"
"453",-4,-1,-2,-5,-3,-3,-2,-5,-5,-5,-1,-4,1,1.4622943261808,0.95099275003123,"1","1"
"454",-4,-3,-3,-4,-2,-3,-5,-2,-2,-4,-2,-4,2,-1.16506746258514,-2.44715028414649,"2","3"
"455",-5,-2,-3,-5,-5,-3,-2,-3,-3,-4,-2,-3,1,0.918448050327808,0.0495208394773522,"1","1"
"456",-5,-3,-5,-5,-4,-1,-1,-5,-5,-4,-1,-1,1,2.08497453735523,1.23992252766136,"1","1"
"457",-5,-1,-2,-5,-4,-3,-3,-4,-4,-3,-2,-4,1,0.955355894568385,0.586882129035206,"1","1"
"458",-4,-3,-4,-5,-3,-2,-2,-2,-3,-3,-2,-2,2,0.827483330343315,-1.69962529922487,"2","3"
"459",-5,-5,-4,-5,-3,-4,-4,-5,-5,-3,-2,-5,3,-1.484427391086,1.62628492907853,"3","2"
"460",-5,-2,-5,-5,-2,-5,-3,-4,-4,-5,-1,-5,3,-1.58940920440807,0.676621095467734,"3","2"
"461",-4,-1,-2,-3,-2,-2,-3,-4,-4,-4,-2,-2,1,1.505847410706,-1.48196501467803,"1","1"
"462",-4,-1,-1,-5,-3,-3,-1,-3,-1,-5,-1,-5,2,1.22106020472164,-1.72767135428375,"2","3"
"463",-5,-2,-1,-4,-4,-3,-4,-5,-5,-5,-2,-3,1,0.959500645776667,1.23707859746099,"1","1"
"464",-5,-4,-3,-5,-4,-2,-2,-5,-5,-5,-1,-3,1,1.10672738459912,1.62799382238077,"1","1"
"465",-5,-3,-3,-4,-3,-3,-3,-3,-3,-3,-1,-3,2,0.409883923354988,-1.07512335731548,"2","3"
"466",-5,-4,-4,-5,-5,-5,-5,-5,-5,-3,-2,-5,3,-1.41087605761315,2.29069955211509,"3","2"
"467",-5,-5,-5,-5,-3,-1,-3,-3,-3,-2,-1,-5,2,-0.561177728557547,-0.681662881741429,"2","3"
"468",-5,-2,-4,-3,-4,-1,-4,-2,-4,-4,-2,-3,2,0.259386237338791,-1.30068986745249,"2","3"
"469",-5,-3,-4,-5,-4,-4,-3,-5,-5,-2,-1,-4,3,0.263270353073326,1.57997235895861,"3","2"
"470",-5,-2,-5,-2,-1,-5,-5,-2,-1,-5,-4,-3,2,-3.19766559330962,-3.22379545524621,"2","3"
"471",-5,-3,-5,-4,-4,-5,-5,-5,-5,-5,-1,-5,3,-1.76867384001956,1.77799201034928,"3","2"
"472",-5,-3,-3,-5,-5,-3,-2,-5,-5,-3,-2,-4,1,0.928498465607394,1.8632839755881,"1","1"
"473",-5,-1,-4,-1,-2,-4,-4,-4,-4,-4,-1,-3,2,-0.315286819357322,-1.55319717916764,"2","3"
"474",-5,-5,-5,-5,-3,-5,-5,-5,-5,-4,-5,-5,3,-3.48550949322794,2.0304348922616,"3","2"
"475",-5,-5,-5,-5,-3,-5,-5,-3,-5,-3,-2,-4,3,-2.32394237630666,0.772262755485968,"3","2"
"476",-5,-3,-5,-5,-2,-2,-4,-4,-4,-5,-3,-4,3,-1.51813814797307,0.380228428492217,"3","2"
"477",-5,-1,-3,-4,-3,-5,-3,-5,-5,-4,-2,-4,3,-0.15176286391426,1.15625803559956,"3","2"
"478",-4,-2,-2,-5,-5,-3,-2,-4,-3,-2,-3,-4,1,1.28792133702376,-0.105461236077127,"1","1"
"479",-4,-1,-2,-4,-4,-2,-3,-3,-2,-4,-2,-4,2,1.04729979358166,-1.65914031250562,"2","1"
"480",-4,-2,-4,-5,-5,-1,-2,-4,-2,-4,-2,-5,1,0.82277284171793,-0.410746906520808,"1","3"
"481",-5,-3,-4,-5,-5,-5,-2,-3,-3,-4,-3,-5,3,-1.1696922382084,0.547933358889789,"3","2"
"482",-5,-4,-5,-5,-5,-2,-1,-3,-3,-1,-1,-2,1,1.55592566205438,-0.44649879687309,"1","1"
"483",-4,-3,-4,-5,-2,-5,-5,-4,-4,-4,-3,-4,3,-1.96589449989133,0.11688553513778,"3","2"
"484",-5,-4,-4,-5,-3,-3,-5,-4,-3,-3,-3,-5,3,-1.85422905593306,0.180691345975872,"3","3"
"485",-5,-1,-5,-5,-3,-5,-5,-5,-5,-5,-1,-5,3,-1.54985351745639,1.87331703671669,"3","2"
"486",-5,-3,-5,-5,-5,-5,-3,-5,-5,-3,-2,-5,3,-0.924405633003208,2.25802359125474,"3","2"
"487",-5,-1,-2,-5,-5,-2,-4,-3,-3,-2,-3,-5,1,0.492664256022245,-0.139752338661578,"1","1"
"488",-5,-2,-3,-5,-5,-1,-1,-2,-4,-5,-1,-3,1,1.88735474583229,-0.128355965322297,"1","1"
"489",-5,-2,-2,-5,-5,-4,-3,-4,-4,-4,-2,-3,1,0.848834747855286,1.05682123135499,"1","1"
"490",-5,-4,-2,-5,-3,-1,-5,-3,-3,-3,-1,-5,2,-0.138052666291724,-0.656209803024073,"2","3"
"491",-4,-1,-3,-5,-4,-1,-1,-3,-2,-3,-1,-3,1,2.4303936832662,-1.5765490811665,"1","1"
"492",-5,-1,-3,-5,-3,-3,-4,-3,-3,-5,-1,-4,2,-0.091891153230348,-0.344151475421033,"2","3"
"493",-5,-1,-3,-5,-5,-1,-1,-5,-5,-3,-1,-3,1,2.87474890481642,1.43345523298878,"1","1"
"494",-4,-2,-2,-5,-3,-3,-3,-5,-4,-4,-3,-2,1,1.08288117200647,0.338836009699482,"1","1"
"495",-5,-3,-5,-5,-5,-5,-5,-4,-5,-5,-5,-5,3,-2.89948873154664,2.19115375313118,"3","2"
"496",-5,-4,-4,-4,-5,-4,-2,-2,-3,-2,-1,-2,2,0.691054257265,-1.02273090636809,"2","3"
"497",-5,-3,-3,-5,-5,-5,-2,-5,-5,-2,-2,-5,3,0.174502957356711,2.04748256561356,"3","2"
"498",-5,-3,-5,-5,-3,-5,-2,-4,-5,-4,-1,-5,3,-1.05393890417002,1.29432047320014,"3","2"
"499",-5,-2,-3,-5,-1,-5,-3,-5,-5,-4,-1,-4,3,-0.48462643072303,1.02700601796955,"3","2"
"500",-4,-2,-4,-5,-2,-1,-1,-4,-4,-3,-1,-4,1,1.38097503067367,-0.637119171089191,"1","1"
"501",-5,-4,-3,-3,-2,-4,-4,-3,-2,-4,-2,-4,2,-1.50161986665704,-1.83642521334487,"2","3"
"502",-5,-4,-5,-5,-3,-5,-2,-2,-2,-3,-1,-5,2,-1.57033048986448,-1.06598147694357,"2","3"
"503",-4,-1,-4,-5,-5,-3,-3,-5,-5,-4,-1,-4,1,1.12974289736427,1.47748006049273,"1","1"
"504",-4,-1,-4,-5,-5,-4,-5,-4,-4,-3,-1,-5,3,-0.126107452528295,0.671808392386916,"3","3"
"505",-5,-1,-5,-2,-3,-5,-4,-5,-5,-5,-2,-4,3,-1.28721844358578,0.479745354656262,"3","2"
"506",-4,-5,-3,-3,-3,-4,-5,-2,-2,-2,-3,-4,2,-1.66871566850275,-2.64237783028514,"2","3"
"507",-5,-3,-3,-5,-5,-2,-2,-5,-5,-3,-1,-3,1,1.8610042873742,1.6281169599597,"1","1"
"508",-5,-3,-4,-5,-4,-3,-5,-5,-4,-5,-1,-3,3,-0.253085859564267,1.349273231194,"3","2"
"509",-5,-4,-4,-4,-2,-5,-4,-4,-2,-3,-2,-4,3,-1.8069701817799,-0.904745706176562,"3","3"
"510",-3,-1,-1,-5,-2,-4,-2,-3,-4,-5,-2,-4,1,0.872163024970598,-1.05297904114513,"1","1"
"511",-4,-1,-4,-5,-5,-3,-3,-5,-1,-3,-1,-1,1,2.0112445361153,-0.678293552800194,"1","1"
"512",-4,-4,-4,-5,-3,-1,-3,-4,-3,-4,-1,-2,1,1.02088429063037,-0.741914492293995,"1","1"
"513",-4,-2,-3,-2,-3,-3,-3,-3,-3,-4,-1,-2,2,1.00081611138862,-2.41256184545758,"2","3"
"514",-5,-5,-3,-5,-1,-4,-5,-3,-4,-2,-1,-3,3,-1.10686146120999,-0.667681776538338,"3","2"
"515",-5,-4,-4,-5,-3,-3,-3,-4,-5,-2,-2,-5,3,-0.655015492222153,0.871646516615958,"3","2"
"516",-5,-3,-4,-5,-4,-3,-1,-5,-4,-2,-3,-4,1,0.460282171184171,1.06499196155634,"1","1"
"517",-5,-4,-5,-5,-3,-4,-5,-5,-5,-5,-3,-5,3,-2.518678571771,1.93421879171186,"3","2"
"518",-5,-1,-1,-4,-4,-1,-4,-5,-5,-4,-2,-2,1,2.24306571135843,0.769558677456497,"1","1"
"519",-5,-1,-2,-3,-4,-1,-2,-5,-4,-3,-1,-2,1,2.9007175061018,-0.282485805858464,"1","1"
"520",-5,-5,-4,-5,-3,-5,-4,-3,-4,-3,-2,-4,3,-1.77220529566238,0.2766810707463,"3","2"
"521",-5,-5,-5,-5,-5,-4,-1,-5,-5,-4,-2,-4,3,-0.29128032365431,2.21708817049187,"3","2"
"522",-5,-1,-4,-5,-3,-3,-1,-5,-5,-5,-5,-5,3,-0.699835606884855,1.6983486343667,"3","2"
"523",-5,-3,-4,-5,-2,-4,-3,-4,-4,-5,-1,-4,3,-0.859028910990037,0.478132951050553,"3","2"
"524",-4,-1,-5,-5,-3,-1,-2,-3,-4,-4,-1,-5,1,0.579894811872119,-0.592237936458707,"1","1"
"525",-3,-1,-2,-5,-4,-3,-5,-4,-4,-5,-5,-5,3,-0.735110088021145,0.152322132207021,"3","3"
"526",-4,-3,-3,-5,-4,-5,-3,-3,-4,-4,-3,-4,3,-0.73000078944738,0.148656301125567,"3","2"
"527",-5,-4,-4,-5,-4,-4,-3,-4,-4,-2,-1,-3,3,0.183907866962335,0.616859705302476,"3","2"
"528",-3,-4,-4,-4,-4,-3,-5,-5,-5,-5,-5,-5,3,-1.83660652436381,0.785232614124555,"3","2"
"529",-5,-4,-2,-4,-3,-2,-3,-4,-5,-2,-1,-3,1,1.23276485149791,0.0408889146673696,"1","1"
"530",-5,-1,-3,-5,-5,-4,-1,-5,-5,-4,-1,-4,1,1.51294528799965,1.98136798834446,"1","1"
"531",-5,-2,-3,-3,-3,-5,-2,-4,-3,-4,-2,-4,2,-0.349803506219784,-0.627867847022492,"2","3"
"532",-5,-5,-5,-5,-1,-4,-5,-4,-4,-5,-2,-5,3,-3.06728650042785,0.450075472554081,"3","2"
"533",-4,-2,-2,-4,-4,-2,-4,-2,-2,-4,-1,-1,2,1.70998215286551,-2.36716209108186,"2","3"
"534",-5,-5,-5,-5,-3,-5,-1,-3,-5,-5,-1,-5,3,-1.47021637389933,1.00053226511808,"3","2"
"535",-5,-2,-4,-4,-2,-2,-5,-3,-3,-5,-2,-4,2,-1.18656923880045,-1.06214573960126,"2","3"
"536",-5,-2,-2,-4,-1,-2,-4,-1,-1,-4,-2,-3,2,-0.376574260512112,-3.46298701437551,"2","3"
"537",-5,-1,-2,-5,-5,-5,-4,-5,-5,-3,-3,-5,3,-0.143462158652977,2.14676242806116,"3","2"
"538",-5,-4,-3,-5,-5,-3,-1,-4,-4,-3,-1,-3,1,1.45766550177567,0.844769853872768,"1","1"
"539",-5,-2,-3,-5,-5,-3,-1,-5,-5,-3,-1,-4,1,1.74965507456235,1.77550382784547,"1","1"
"540",-5,-4,-4,-4,-4,-2,-5,-5,-5,-3,-1,-2,1,0.52185113538921,0.934764415359205,"1","1"
"541",-5,-3,-2,-5,-5,-2,-1,-4,-4,-1,-3,-2,1,2.30843300700222,0.407118930772614,"1","1"
"542",-5,-3,-4,-4,-2,-5,-4,-4,-5,-5,-5,-5,3,-2.97285318192825,0.846192220633651,"3","2"
"543",-5,-4,-4,-5,-4,-1,-3,-5,-5,-2,-1,-3,1,1.25397564788671,1.18990960843416,"1","1"
"544",-4,-3,-1,-5,-5,-1,-1,-5,-5,-5,-1,-1,1,3.67942360341594,1.05361408260129,"1","1"
"545",-4,-2,-3,-4,-2,-2,-4,-3,-3,-4,-2,-4,2,-0.16647906462632,-1.69806888319844,"2","3"
"546",-5,-1,-1,-5,-3,-3,-2,-4,-4,-3,-3,-5,1,0.708039445874466,0.37473188553961,"1","1"
"547",-4,-1,-2,-4,-5,-2,-3,-5,-4,-3,-1,-2,1,2.797795760351,0.115039340677825,"1","1"
"548",-4,-1,-4,-3,-3,-2,-1,-2,-3,-3,-1,-1,2,2.15545550441935,-2.79096471833942,"2","3"
"549",-5,-4,-4,-1,-5,-1,-4,-2,-3,-5,-4,-5,2,-1.48675318288199,-1.91375982898505,"2","3"
"550",-4,-5,-4,-5,-4,-2,-2,-5,-5,-4,-3,-3,1,0.351943684867085,1.18605628993989,"1","1"
"551",-5,-3,-3,-5,-3,-3,-5,-3,-4,-4,-3,-5,3,-1.54154979742751,0.217411935659251,"3","3"
"552",-5,-1,-3,-5,-5,-5,-2,-1,-1,-5,-1,-1,2,0.968306543082929,-1.66109476715793,"2","3"
"553",-5,-3,-3,-5,-3,-5,-5,-3,-5,-4,-3,-5,3,-2.055987073287,0.887435373936748,"3","2"
"554",-4,-1,-3,-4,-2,-5,-1,-4,-2,-5,-1,-4,2,0.281741874897626,-1.33392523400927,"2","3"
"555",-5,-2,-2,-5,-5,-2,-5,-5,-5,-5,-3,-5,3,-0.0980596084321067,2.10890206550578,"3","2"
"556",-4,-1,-4,-5,-1,-4,-5,-3,-3,-5,-4,-5,3,-2.47206432044933,-1.00758542931563,"3","3"
"557",-5,-1,-3,-5,-5,-3,-4,-5,-5,-3,-1,-5,1,0.738672274940623,1.8786505909744,"1","1"
"558",-5,-3,-3,-5,-5,-4,-4,-4,-3,-3,-1,-3,1,0.419258532038326,0.532080838724025,"1","1"
"559",-5,-4,-3,-5,-4,-3,-2,-3,-4,-4,-2,-2,1,0.666515999251308,0.191187254390486,"1","1"
"560",-5,-5,-5,-5,-2,-5,-4,-2,-5,-3,-3,-5,3,-3.022841966657,0.127196895925055,"3","3"
"561",-5,-3,-4,-5,-3,-3,-4,-3,-3,-4,-5,-5,3,-2.25443469783354,-0.133695670176992,"3","3"
"562",-5,-1,-2,-5,-2,-4,-5,-3,-3,-5,-1,-5,2,-0.914418136096133,-0.447533114232871,"2","3"
"563",-5,-4,-4,-5,-2,-3,-3,-5,-5,-4,-5,-4,3,-1.66846712163154,1.33670770074609,"3","2"
"564",-4,-3,-4,-4,-4,-2,-4,-2,-2,-4,-2,-4,2,-0.448568602032331,-1.97619729267266,"2","3"
"565",-5,-1,-2,-4,-4,-2,-3,-3,-4,-2,-1,-2,1,2.22861805753368,-0.768293990164534,"1","3"
"566",-5,-4,-3,-4,-5,-3,-3,-3,-3,-4,-3,-3,2,-0.133609139958639,-0.273847186388831,"2","3"
"567",-5,-2,-2,-5,-2,-4,-1,-5,-5,-5,-3,-3,1,0.498057239649043,1.24732651241531,"1","1"
"568",-5,-4,-2,-5,-5,-2,-1,-5,-5,-4,-2,-2,1,2.12876779763486,1.68900741864524,"1","1"
"569",-3,-4,-4,-4,-3,-2,-3,-3,-4,-2,-1,-3,2,0.877657151934045,-1.72123976948018,"2","3"
"570",-4,-2,-3,-5,-3,-3,-4,-3,-3,-2,-1,-3,2,0.744218792074272,-1.231664198203,"2","3"
"571",-5,-1,-2,-5,-5,-1,-3,-5,-4,-4,-4,-4,1,1.11169071553823,1.31367616267851,"1","1"
"572",-5,-2,-3,-5,-3,-2,-4,-2,-3,-4,-3,-2,2,0.0543032694176892,-1.10861621517587,"2","3"
"573",-4,-5,-3,-5,-4,-5,-2,-3,-4,-4,-2,-2,3,0.114745494994471,-0.010241577774815,"3","2"
"574",-3,-2,-2,-5,-2,-2,-2,-2,-2,-5,-2,-2,2,1.31656700805005,-2.73627359422082,"2","3"
"575",-4,-4,-4,-2,-2,-5,-3,-4,-3,-5,-1,-2,2,-0.580577325751509,-1.77938213444239,"2","3"
"576",-4,-4,-4,-4,-3,-4,-5,-4,-4,-2,-2,-4,3,-1.05337491111361,-0.412800951733029,"3","2"
"577",-3,-3,-4,-3,-2,-2,-4,-3,-3,-4,-3,-3,2,-0.456367310485741,-2.58045744437753,"2","3"
"578",-4,-2,-2,-5,-5,-4,-3,-3,-2,-4,-2,-4,2,0.495922271184371,-0.674247281902753,"2","3"
"579",-4,-5,-5,-4,-4,-2,-4,-3,-2,-4,-2,-1,2,-0.0728457793084236,-1.66296812462863,"2","3"
"580",-4,-3,-3,-4,-4,-1,-2,-3,-3,-3,-2,-1,1,2.10710142845562,-1.62369046903248,"1","3"
"581",-4,-1,-4,-4,-3,-1,-5,-2,-5,-5,-1,-2,1,0.761005473776691,-1.16764761798789,"1","1"
"582",-5,-2,-3,-5,-5,-2,-5,-5,-5,-1,-1,-3,1,1.49769942616483,1.396194187689,"1","1"
"583",-5,-1,-2,-2,-3,-1,-2,-3,-4,-5,-1,-3,1,1.74970499312886,-1.6081556713636,"1","1"
"584",-5,-5,-5,-5,-5,-3,-5,-5,-5,-5,-3,-3,3,-1.32955439413403,2.25246112126854,"3","2"
"585",-3,-4,-2,-5,-4,-3,-1,-5,-5,-5,-3,-3,1,1.29825911157686,0.847500208027538,"1","1"
"586",-5,-5,-3,-5,-5,-3,-3,-5,-5,-5,-1,-1,1,1.19178813479055,1.90546756701817,"1","1"
"587",-5,-5,-4,-5,-4,-3,-2,-5,-5,-4,-3,-3,3,-0.18150981128386,1.75817834689248,"3","2"
"588",-4,-1,-4,-4,-4,-3,-3,-4,-4,-4,-2,-4,1,0.378386473973062,-0.122587093103266,"1","1"
"589",-5,-2,-4,-4,-2,-4,-5,-5,-4,-4,-3,-5,3,-1.92382172872759,0.538569954176775,"3","2"
"590",-5,-1,-1,-5,-5,-5,-4,-5,-5,-5,-5,-5,3,-0.760807787080568,2.44027388537429,"3","2"
"591",-5,-2,-4,-5,-4,-2,-1,-5,-3,-1,-1,-2,1,2.33823249884856,0.105099032294686,"1","1"
"592",-5,-1,-2,-5,-4,-4,-4,-5,-1,-4,-3,-4,2,-0.174215633604591,0.0139692526793203,"2","3"
"593",-5,-3,-5,-5,-5,-1,-3,-5,-5,-3,-1,-1,1,1.87290350576663,1.4321613752104,"1","1"
"594",-5,-3,-3,-5,-4,-3,-3,-3,-5,-5,-3,-5,3,-0.812770074989008,1.03654243143439,"3","2"
"595",-5,-2,-4,-4,-2,-4,-3,-2,-3,-3,-4,-4,2,-1.60809473103479,-1.5121578740143,"2","3"
"596",-5,-3,-4,-5,-4,-3,-3,-5,-4,-2,-2,-2,1,0.837408210436965,0.892735280997428,"1","1"
"597",-5,-2,-5,-5,-3,-5,-5,-3,-4,-5,-3,-5,3,-2.71193777075298,0.60398445911679,"3","2"
"598",-4,-5,-5,-5,-2,-2,-1,-3,-3,-1,-1,-3,2,0.581028929529951,-1.63967717667748,"2","3"
"599",-5,-4,-5,-5,-3,-4,-5,-4,-4,-5,-2,-4,3,-2.07450925510718,0.900458842882544,"3","2"
"600",-4,-1,-1,-5,-5,-3,-2,-5,-5,-3,-1,-5,1,2.21932229439324,1.31709749599361,"1","1"
"601",-5,-2,-4,-5,-4,-2,-5,-3,-3,-2,-1,-5,2,-0.263298098931427,-0.382285657022225,"2","3"
"602",-5,-1,-1,-5,-5,-1,-2,-4,-3,-2,-1,-4,1,2.78290754790488,-0.0145380588532857,"1","1"
"603",-5,-2,-1,-5,-3,-1,-2,-4,-5,-2,-1,-1,1,3.24766017353594,0.0875318468186586,"1","1"
"604",-5,-3,-3,-2,-5,-1,-4,-5,-5,-4,-1,-5,1,0.681857658115549,0.51275568554312,"1","1"
"605",-5,-1,-5,-3,-4,-5,-5,-5,-5,-5,-3,-5,3,-1.98350259352223,1.34624502866967,"3","2"
"606",-4,-3,-5,-5,-2,-5,-5,-5,-5,-5,-2,-5,3,-2.26813189411064,1.23354800209737,"3","2"
"607",-5,-1,-3,-5,-5,-2,-2,-5,-4,-3,-1,-3,1,2.21896446076368,1.11887919238458,"1","1"
"608",-5,-3,-3,-5,-4,-4,-4,-4,-5,-5,-2,-4,3,-0.629443467993365,1.51093533847196,"3","2"
"609",-4,-4,-4,-5,-2,-3,-5,-2,-3,-4,-2,-4,2,-1.61353332906917,-1.4927959190006,"2","3"
"610",-3,-3,-4,-4,-3,-2,-5,-3,-2,-5,-2,-3,2,-0.425871795756559,-2.19363096950809,"2","3"
"611",-5,-4,-4,-5,-3,-4,-2,-3,-3,-3,-1,-5,2,-0.760587710335458,-0.301356967704613,"2","2"
"612",-5,-3,-4,-5,-4,-2,-2,-5,-4,-2,-2,-3,1,1.09516318677083,0.846957798497394,"1","1"
"613",-5,-5,-5,-5,-4,-4,-4,-5,-5,-5,-3,-5,3,-2.20897350682255,2.23290908638381,"3","2"
"614",-3,-1,-2,-2,-4,-2,-1,-4,-4,-5,-3,-3,1,1.97471465835495,-1.60435235416962,"1","1"
"615",-3,-3,-3,-4,-4,-1,-4,-1,-1,-5,-3,-2,2,0.400915285439519,-3.49816605139327,"2","3"
"616",-5,-2,-3,-5,-4,-3,-3,-5,-5,-4,-1,-2,1,1.43269781694433,1.48354262036614,"1","1"
"617",-5,-2,-4,-4,-3,-5,-5,-4,-5,-4,-2,-4,3,-1.41122270460666,0.789986804356556,"3","2"
"618",-4,-4,-4,-4,-4,-4,-5,-3,-3,-5,-4,-4,3,-2.12336157104322,-0.587769725987716,"3","2"
"619",-5,-3,-3,-4,-3,-3,-1,-3,-3,-3,-1,-3,2,1.00513353571528,-1.10938906245436,"2","3"
"620",-5,-3,-5,-3,-3,-3,-5,-3,-3,-5,-3,-4,3,-2.11593910312379,-1.00484089116577,"3","3"
"621",-5,-1,-5,-4,-4,-3,-2,-5,-5,-4,-1,-4,1,0.620392730778324,1.22669485295302,"1","1"
"622",-4,-1,-1,-4,-3,-1,-1,-3,-3,-4,-1,-4,1,2.40831268889571,-1.71737863148054,"1","1"
"623",-5,-1,-4,-3,-3,-3,-5,-5,-4,-5,-2,-1,1,0.261480198446357,-0.0159674570336061,"1","3"
"624",-5,-1,-4,-5,-5,-3,-3,-5,-5,-4,-2,-2,1,1.23772125853886,1.80684544769239,"1","1"
"625",-5,-3,-4,-5,-5,-3,-2,-4,-4,-3,-2,-3,1,0.740356791746054,0.901761066210491,"1","1"
"626",-5,-1,-2,-4,-1,-3,-4,-1,-1,-4,-1,-3,2,-0.143908095647997,-3.42086279451407,"2","3"
"627",-5,-5,-4,-5,-3,-2,-4,-3,-4,-1,-2,-5,2,-0.91340137903188,-0.228449239549129,"2","2"
"628",-3,-3,-3,-5,-3,-2,-3,-4,-4,-4,-4,-5,3,-0.350986679544761,-0.343173712833162,"3","2"
"629",-5,-5,-3,-5,-3,-1,-5,-4,-4,-5,-1,-5,3,-0.791557630856558,0.572444399152468,"3","3"
"630",-5,-4,-5,-3,-5,-5,-5,-3,-3,-4,-2,-3,3,-1.66077135554908,-0.427897072038757,"3","3"
"631",-5,-4,-4,-5,-3,-1,-4,-3,-4,-4,-1,-2,2,0.417788758941494,-0.287834729625607,"2","1"
"632",-4,-2,-2,-5,-4,-4,-2,-2,-2,-4,-2,-5,2,0.107927396933152,-1.35758175695341,"2","3"
"633",-5,-1,-1,-4,-5,-4,-3,-5,-4,-4,-3,-2,1,1.51460223318946,0.967973044830359,"1","1"
"634",-4,-1,-3,-4,-3,-4,-2,-5,-5,-3,-2,-3,1,1.16852214150151,0.357404915825697,"1","1"
"635",-5,-3,-3,-4,-4,-4,-4,-5,-5,-4,-3,-3,3,-0.339238108433228,1.36296293044492,"3","2"
"636",-5,-2,-4,-3,-4,-3,-3,-4,-5,-2,-1,-3,1,0.930774688874716,-0.00324246747521646,"1","1"
"637",-5,-5,-4,-5,-2,-5,-5,-5,-5,-4,-5,-5,3,-3.3888105642459,1.71302200074167,"3","2"
"638",-5,-3,-5,-5,-2,-4,-5,-3,-3,-4,-3,-5,3,-2.76722932959618,-0.329804577148418,"3","2"
"639",-5,-1,-1,-4,-4,-2,-1,-5,-4,-3,-1,-3,1,2.9164209756961,0.306838171041009,"1","1"
"640",-5,-2,-3,-5,-4,-3,-5,-5,-5,-4,-5,-5,3,-1.3983770630834,1.9232634427761,"3","2"
"641",-1,-1,-1,-4,-5,-2,-2,-4,-4,-4,-2,-2,1,3.54503759702073,-1.61725766099723,"1","1"
"642",-5,-1,-4,-3,-3,-3,-2,-5,-5,-5,-1,-4,1,0.540346929776872,0.591226433288661,"1","1"
"643",-5,-4,-3,-5,-4,-5,-3,-5,-5,-5,-3,-3,3,-0.685303767511365,2.05997845103357,"3","2"
"644",-5,-1,-1,-5,-3,-5,-5,-3,-3,-3,-3,-4,2,-0.633301647922667,-0.343817860022394,"2","3"
"645",-4,-3,-4,-5,-4,-4,-4,-5,-5,-5,-3,-3,3,-0.558254265290915,1.50657899092896,"3","2"
"646",-5,-2,-2,-5,-5,-5,-1,-4,-2,-3,-1,-5,1,0.826535738293933,0.250880054404713,"1","3"
"647",-4,-1,-2,-4,-5,-1,-4,-3,-3,-2,-1,-2,1,2.62186009298658,-1.48431913519798,"1","3"
"648",-5,-2,-2,-4,-3,-2,-4,-5,-5,-4,-2,-2,1,1.193459366902,0.665232828578553,"1","1"
"649",-4,-3,-4,-4,-4,-5,-3,-2,-2,-4,-2,-5,2,-1.35427617734126,-1.57088871503422,"2","3"
