"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster"
"444",-5,-4,-2,-1,-1,-1,-1,-2,-3,-3,-5,-1,-1,-1,-2,-1,-2,-1,-2,1
"445",-5,-4,-3,-4,-3,-3,-4,-2,-1,-1,-2,-5,-4,-4,-4,-4,-1,-2,-2,2
"446",-5,-3,-5,-3,-3,-4,-4,-4,-3,-2,-4,-4,-4,-3,-3,-3,-2,-4,-4,2
"447",-5,-3,-3,-1,-2,-3,-2,-3,-1,-1,-4,-4,-4,-3,-3,-2,-1,-1,-3,1
"448",-5,-4,-3,-1,-1,-2,-3,-4,-5,-5,-3,-2,-1,-3,-3,-3,-3,-1,-3,3
"449",-5,-3,-1,-5,-5,-2,-2,-5,-1,-1,-1,-2,-1,-5,-3,-2,-1,-2,-3,3
"450",-5,-4,-4,-3,-3,-3,-4,-5,-5,-3,-1,-2,-3,-3,-4,-2,-1,-2,-4,3
"451",-5,-5,-5,-3,-1,-2,-3,-4,-4,-3,-5,-3,-2,-3,-3,-2,-4,-3,-5,2
"452",-5,-3,-3,-1,-1,-4,-4,-4,-3,-3,-4,-3,-1,-1,-3,-4,-4,-4,-4,2
"453",-5,-4,-4,-2,-2,-3,-2,-4,-1,-2,-4,-3,-3,-2,-2,-5,-4,-4,-5,2
"454",-5,-4,-4,-3,-1,-2,-1,-2,-2,-1,-4,-4,-2,-2,-2,-2,-4,-1,-1,1
"455",-5,-3,-3,-1,-2,-2,-2,-2,-1,-1,-4,-4,-2,-2,-2,-4,-2,-1,-4,1
"456",-5,-3,-5,-5,-1,-5,-4,-3,-2,-2,-3,-3,-4,-4,-2,-5,-3,-3,-5,2
"457",-5,-3,-4,-2,-2,-3,-3,-3,-1,-2,-3,-3,-3,-3,-3,-4,-4,-3,-4,2
"458",-3,-4,-3,-3,-3,-3,-3,-5,-1,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,2
"459",-5,-4,-3,-1,-1,-2,-2,-4,-4,-4,-5,-5,-3,-4,-3,-3,-1,-1,-4,3
"460",-5,-4,-3,-1,-1,-5,-3,-5,-1,-2,-5,-1,-3,-5,-1,-1,-3,-2,-5,1
"461",-5,-2,-1,-2,-2,-2,-1,-5,-3,-2,-1,-1,-2,-3,-4,-3,-1,-2,-3,3
"462",-5,-3,-3,-5,-2,-3,-3,-2,-1,-1,-1,-1,-1,-1,-4,-3,-1,-1,-5,1
"463",-5,-4,-2,-5,-4,-5,-2,-5,-4,-3,-1,-2,-3,-5,-5,-2,-1,-1,-2,3
"464",-5,-3,-4,-2,-1,-3,-3,-4,-2,-1,-2,-4,-5,-3,-3,-4,-4,-2,-4,2
"465",-5,-3,-3,-1,-2,-2,-2,-5,-2,-3,-2,-2,-3,-5,-5,-3,-3,-2,-3,3
"466",-5,-1,-3,-3,-4,-4,-4,-5,-3,-4,-4,-3,-4,-5,-1,-4,-4,-1,-5,2
"467",-5,-5,-2,-1,-1,-1,-2,-2,-2,-1,-5,-3,-1,-1,-1,-3,-5,-1,-4,1
"468",-5,-3,-3,-2,-1,-4,-3,-4,-1,-3,-3,-3,-1,-3,-5,-1,-2,-3,-3,3
"469",-5,-3,-3,-2,-1,-3,-3,-4,-4,-4,-4,-2,-1,-3,-3,-3,-3,-2,-4,3
"470",-5,-3,-3,-2,-2,-5,-1,-5,-4,-1,-1,-1,-1,-3,-4,-1,-1,-4,-4,3
"471",-5,-3,-3,-5,-1,-5,-5,-5,-1,-2,-4,-4,-2,-5,-3,-3,-3,-5,-5,2
"472",-5,-4,-3,-2,-2,-2,-3,-2,-2,-2,-4,-3,-2,-2,-2,-3,-1,-1,-3,1
"473",-5,-4,-2,-3,-1,-4,-5,-5,-4,-3,-2,-2,-2,-4,-5,-3,-1,-3,-2,3
"474",-5,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-1,-3,3
"475",-5,-3,-3,-2,-2,-5,-5,-5,-3,-3,-2,-5,-5,-5,-4,-5,-1,-5,-4,2
"476",-5,-4,-1,-4,-2,-5,-3,-4,-5,-2,-2,-2,-1,-4,-3,-1,-1,-5,-1,3
"477",-5,-3,-2,-5,-4,-3,-3,-5,-2,-2,-1,-3,-3,-5,-4,-2,-1,-2,-3,3
"478",-3,-3,-4,-4,-2,-2,-2,-2,-1,-1,-3,-1,-1,-1,-3,-2,-3,-2,-3,1
"479",-4,-3,-3,-4,-2,-3,-4,-3,-2,-2,-3,-1,-2,-3,-2,-3,-3,-1,-3,1
"480",-5,-5,-5,-3,-1,-1,-2,-1,-1,-2,-4,-5,-3,-1,-2,-4,-2,-1,-5,1
"481",-5,-3,-2,-3,-3,-2,-3,-4,-2,-2,-2,-4,-4,-4,-3,-3,-1,-2,-4,2
"482",-5,-3,-5,-2,-2,-1,-2,-4,-2,-1,-5,-3,-1,-2,-1,-1,-1,-1,-2,1
"483",-5,-3,-4,-3,-3,-4,-2,-4,-1,-3,-5,-3,-4,-4,-2,-4,-4,-3,-4,2
"484",-5,-4,-4,-1,-3,-3,-1,-5,-2,-3,-5,-3,-1,-3,-3,-1,-2,-1,-4,1
"485",-5,-5,-5,-1,-1,-1,-1,-5,-1,-5,-3,-3,-1,-2,-1,-1,-2,-1,-1,1
"486",-5,-3,-5,-2,-2,-2,-3,-2,-1,-2,-2,-2,-2,-2,-2,-2,-3,-3,-4,1
"487",-5,-3,-3,-2,-2,-2,-3,-2,-1,-1,-4,-3,-1,-2,-1,-3,-2,-1,-2,1
"488",-5,-4,-5,-2,-1,-2,-1,-3,-1,-1,-3,-1,-1,-1,-3,-3,-3,-1,-5,1
"489",-5,-3,-4,-4,-2,-3,-2,-3,-2,-2,-2,-3,-1,-2,-3,-3,-2,-1,-3,1
"490",-5,-3,-3,-1,-1,-2,-1,-3,-1,-2,-2,-1,-1,-3,-2,-2,-1,-1,-3,1
"491",-5,-3,-3,-1,-1,-4,-3,-3,-3,-1,-2,-2,-1,-2,-1,-1,-1,-2,-3,1
"492",-4,-3,-3,-1,-1,-1,-1,-4,-3,-3,-3,-1,-1,-3,-4,-1,-4,-1,-2,1
"493",-5,-5,-5,-3,-1,-1,-3,-3,-1,-1,-3,-2,-1,-1,-2,-2,-5,-1,-3,1
"494",-5,-4,-3,-4,-3,-4,-4,-4,-2,-3,-2,-2,-3,-3,-4,-5,-2,-2,-2,2
"495",-5,-3,-3,-2,-4,-3,-5,-3,-1,-2,-5,-5,-2,-2,-2,-2,-3,-2,-3,2
"496",-5,-4,-4,-2,-1,-2,-5,-3,-1,-1,-1,-1,-1,-1,-1,-2,-2,-1,-3,1
"497",-5,-3,-3,-2,-3,-2,-4,-2,-1,-1,-4,-3,-2,-4,-3,-4,-1,-2,-5,2
"498",-5,-3,-4,-3,-2,-5,-2,-5,-4,-3,-3,-2,-5,-5,-3,-2,-5,-1,-5,2
"499",-5,-3,-1,-1,-1,-1,-1,-1,-1,-1,-5,-3,-2,-2,-2,-1,-3,-1,-1,1
"500",-5,-4,-2,-2,-1,-1,-4,-4,-3,-4,-4,-5,-3,-2,-5,-2,-5,-1,-3,3
"501",-3,-3,-4,-3,-1,-3,-3,-3,-2,-1,-4,-4,-4,-3,-3,-3,-4,-2,-2,2
"502",-5,-4,-2,-1,-1,-3,-4,-4,-1,-1,-5,-3,-4,-4,-2,-3,-1,-1,-5,1
"503",-5,-3,-4,-3,-3,-2,-2,-3,-1,-1,-2,-3,-3,-3,-1,-4,-4,-2,-5,1
"504",-5,-3,-3,-3,-3,-3,-2,-4,-3,-1,-3,-2,-4,-4,-3,-4,-4,-2,-3,2
"505",-5,-5,-5,-3,-4,-4,-3,-3,-4,-2,-1,-3,-2,-1,-5,-3,-5,-1,-2,2
"506",-5,-3,-2,-1,-1,-1,-1,-4,-4,-5,-3,-4,-1,-3,-2,-1,-2,-1,-2,3
"507",-5,-3,-4,-1,-1,-2,-5,-1,-1,-1,-4,-1,-1,-2,-1,-5,-1,-2,-2,1
"508",-5,-4,-1,-1,-1,-3,-4,-5,-5,-5,-1,-2,-1,-5,-3,-2,-2,-2,-1,3
"509",-5,-3,-3,-2,-3,-3,-4,-5,-4,-3,-1,-4,-4,-5,-3,-4,-1,-2,-3,3
"510",-4,-3,-3,-3,-2,-1,-5,-1,-1,-1,-4,-2,-4,-2,-2,-5,-1,-2,-4,1
"511",-5,-3,-3,-3,-1,-3,-3,-1,-1,-1,-4,-2,-2,-2,-2,-5,-4,-1,-4,1
"512",-5,-3,-2,-3,-1,-4,-3,-5,-3,-2,-2,-4,-3,-3,-4,-4,-1,-2,-2,3
"513",-5,-3,-2,-3,-1,-5,-1,-4,-1,-4,-2,-2,-4,-1,-5,-1,-1,-3,-3,3
"514",-5,-5,-1,-1,-1,-1,-3,-4,-4,-5,-1,-4,-1,-2,-1,-1,-1,-1,-1,3
"515",-5,-4,-4,-2,-2,-2,-2,-5,-2,-3,-4,-2,-2,-4,-3,-3,-3,-2,-5,1
"516",-4,-3,-4,-2,-3,-2,-1,-4,-2,-4,-4,-3,-3,-3,-2,-5,-3,-2,-3,2
"517",-5,-4,-5,-3,-4,-2,-2,-4,-3,-3,-4,-4,-2,-4,-4,-2,-3,-1,-5,2
"518",-5,-3,-2,-1,-1,-5,-3,-4,-4,-3,-5,-5,-2,-2,-4,-1,-4,-1,-4,3
"519",-5,-3,-1,-4,-3,-4,-3,-4,-1,-2,-1,-1,-4,-5,-5,-4,-1,-2,-2,3
"520",-4,-4,-4,-2,-3,-2,-2,-4,-4,-2,-3,-1,-4,-4,-3,-3,-3,-1,-5,2
"521",-5,-3,-3,-2,-2,-1,-3,-4,-1,-5,-4,-4,-2,-2,-5,-2,-1,-1,-4,1
"522",-5,-3,-1,-5,-5,-2,-3,-5,-3,-4,-1,-3,-3,-4,-1,-1,-1,-2,-3,3
"523",-4,-3,-3,-2,-1,-2,-2,-4,-1,-2,-2,-1,-2,-3,-2,-2,-1,-2,-5,1
"524",-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-1,-3,-3,-4,-1,-4,-1,-2,-4,2
"525",-4,-3,-3,-2,-2,-5,-2,-3,-2,-2,-5,-2,-3,-2,-3,-2,-4,-3,-3,1
"526",-5,-4,-3,-2,-2,-3,-2,-5,-4,-2,-2,-2,-4,-5,-4,-2,-3,-2,-4,3
"527",-5,-3,-3,-2,-1,-1,-1,-3,-1,-1,-3,-2,-1,-2,-1,-1,-3,-1,-5,1
"528",-5,-3,-5,-1,-1,-3,-2,-4,-3,-3,-4,-4,-3,-2,-3,-5,-5,-3,-3,2
"529",-5,-2,-3,-2,-2,-2,-1,-4,-3,-1,-5,-2,-4,-3,-4,-4,-3,-1,-3,1
"530",-5,-3,-4,-1,-1,-3,-2,-4,-1,-1,-1,-4,-5,-3,-1,-2,-5,-1,-4,1
"531",-5,-3,-3,-3,-1,-5,-4,-5,-2,-3,-2,-2,-5,-3,-5,-3,-3,-2,-4,2
"532",-3,-3,-4,-1,-5,-4,-1,-5,-3,-2,-1,-4,-3,-5,-1,-4,-4,-1,-3,2
"533",-5,-3,-3,-2,-4,-5,-5,-4,-1,-1,-1,-2,-2,-1,-1,-5,-1,-5,-3,2
"534",-5,-5,-5,-4,-2,-5,-5,-5,-1,-1,-5,-5,-5,-1,-3,-5,-1,-5,-5,2
"535",-5,-1,-3,-3,-1,-5,-4,-3,-2,-2,-3,-2,-3,-3,-2,-3,-2,-5,-3,2
"536",-5,-3,-2,-1,-1,-5,-2,-4,-1,-3,-4,-1,-1,-3,-3,-2,-2,-1,-4,1
"537",-5,-3,-5,-4,-4,-5,-5,-4,-2,-4,-3,-4,-4,-5,-3,-3,-4,-3,-5,2
"538",-5,-2,-3,-1,-2,-1,-2,-5,-2,-1,-4,-2,-2,-4,-1,-2,-1,-1,-5,1
"539",-5,-4,-5,-3,-2,-3,-3,-2,-1,-3,-4,-1,-2,-4,-3,-5,-2,-1,-5,2
"540",-5,-3,-4,-2,-2,-1,-1,-3,-2,-1,-4,-4,-4,-2,-2,-3,-4,-2,-3,1
"541",-5,-5,-4,-4,-3,-1,-4,-1,-1,-1,-1,-2,-3,-3,-4,-3,-2,-1,-2,1
"542",-4,-4,-3,-1,-1,-2,-2,-5,-5,-5,-4,-4,-3,-3,-3,-3,-2,-1,-3,3
"543",-5,-3,-5,-3,-2,-2,-2,-4,-1,-1,-5,-3,-2,-2,-2,-5,-3,-2,-4,1
"544",-5,-5,-4,-1,-3,-2,-3,-4,-3,-2,-4,-5,-4,-4,-2,-5,-5,-1,-5,2
"545",-5,-4,-4,-3,-2,-2,-2,-3,-3,-2,-5,-2,-2,-3,-3,-2,-4,-2,-4,1
"546",-5,-4,-3,-5,-3,-1,-1,-3,-1,-1,-2,-3,-3,-2,-1,-3,-1,-1,-4,1
"547",-5,-3,-3,-4,-2,-4,-4,-3,-2,-2,-4,-3,-4,-3,-4,-3,-2,-3,-4,2
"548",-4,-2,-4,-4,-2,-3,-4,-4,-1,-1,-2,-4,-4,-4,-1,-4,-1,-2,-4,2
"549",-5,-3,-3,-5,-4,-3,-3,-4,-1,-4,-5,-5,-3,-5,-5,-5,-3,-4,-4,2
"550",-5,-3,-3,-3,-2,-2,-5,-5,-3,-5,-4,-4,-3,-4,-3,-3,-1,-3,-5,2
"551",-5,-3,-2,-1,-2,-1,-1,-5,-5,-3,-1,-2,-5,-5,-5,-1,-1,-1,-1,3
"552",-5,-4,-5,-2,-2,-4,-3,-5,-4,-5,-5,-2,-1,-1,-1,-1,-1,-1,-5,1
"553",-5,-3,-3,-3,-3,-3,-3,-3,-2,-2,-5,-4,-3,-3,-3,-3,-3,-3,-4,2
"554",-4,-3,-4,-4,-2,-5,-5,-3,-2,-2,-2,-2,-1,-1,-3,-3,-3,-5,-3,2
"555",-4,-5,-3,-3,-2,-2,-2,-4,-2,-2,-4,-4,-2,-2,-1,-3,-1,-2,-5,1
"556",-5,-4,-4,-2,-1,-4,-4,-2,-1,-1,-4,-2,-3,-2,-4,-4,-5,-3,-3,2
"557",-5,-3,-3,-1,-3,-5,-4,-3,-1,-1,-5,-2,-4,-5,-3,-5,-1,-1,-5,2
"558",-5,-4,-5,-5,-2,-2,-5,-3,-1,-1,-3,-2,-2,-4,-1,-5,-2,-2,-4,2
"559",-5,-3,-5,-2,-2,-2,-2,-3,-3,-3,-4,-4,-4,-4,-3,-3,-2,-2,-3,2
"560",-5,-3,-4,-1,-1,-1,-2,-2,-1,-1,-4,-2,-1,-2,-1,-2,-3,-1,-4,1
"561",-5,-4,-4,-2,-2,-3,-2,-3,-2,-2,-4,-3,-3,-3,-3,-4,-4,-3,-3,2
"562",-4,-3,-3,-2,-1,-3,-1,-4,-1,-1,-1,-1,-1,-2,-1,-2,-1,-1,-5,1
"563",-5,-3,-3,-2,-2,-3,-2,-5,-5,-2,-1,-3,-4,-5,-2,-4,-1,-4,-3,3
"564",-4,-3,-4,-3,-2,-3,-2,-3,-2,-1,-3,-2,-2,-2,-2,-4,-3,-2,-5,1
"565",-5,-3,-3,-2,-2,-2,-2,-5,-3,-4,-3,-4,-2,-3,-3,-2,-4,-1,-3,3
"566",-5,-3,-2,-2,-2,-4,-2,-5,-3,-3,-2,-1,-4,-4,-3,-1,-1,-4,-2,3
"567",-5,-3,-5,-2,-2,-3,-2,-2,-2,-1,-5,-2,-3,-2,-3,-2,-4,-1,-2,1
"568",-5,-3,-2,-2,-1,-3,-1,-5,-3,-4,-3,-5,-4,-3,-3,-2,-1,-2,-4,3
"569",-5,-4,-3,-1,-1,-2,-3,-1,-1,-1,-2,-1,-1,-1,-1,-1,-2,-1,-3,1
"570",-5,-4,-3,-2,-2,-1,-3,-4,-1,-1,-3,-4,-1,-3,-1,-1,-2,-2,-4,1
"571",-5,-2,-3,-4,-4,-3,-4,-2,-1,-1,-1,-2,-3,-4,-3,-5,-1,-3,-1,2
"572",-5,-3,-1,-2,-1,-3,-1,-5,-5,-5,-5,-5,-3,-5,-5,-3,-4,-4,-2,3
"573",-5,-3,-2,-1,-2,-2,-2,-5,-3,-2,-1,-1,-1,-4,-5,-1,-1,-1,-2,3
"574",-5,-3,-2,-1,-1,-5,-3,-2,-1,-3,-5,-4,-4,-1,-2,-2,-1,-2,-1,1
"575",-5,-3,-1,-2,-3,-4,-2,-5,-5,-1,-2,-2,-4,-5,-5,-4,-1,-2,-2,3
"576",-4,-3,-4,-2,-3,-3,-4,-3,-3,-4,-4,-3,-3,-3,-4,-4,-4,-2,-3,2
"577",-5,-3,-3,-2,-2,-2,-3,-3,-3,-1,-2,-3,-3,-2,-2,-5,-2,-2,-3,1
"578",-5,-3,-3,-3,-3,-2,-3,-3,-1,-1,-4,-4,-4,-4,-4,-4,-4,-3,-3,2
"579",-3,-1,-2,-4,-2,-5,-5,-4,-2,-2,-1,-1,-3,-2,-3,-3,-1,-5,-4,2
"580",-4,-3,-2,-2,-1,-3,-4,-4,-2,-1,-3,-2,-4,-4,-3,-4,-1,-4,-5,2
"581",-5,-4,-3,-3,-1,-3,-1,-5,-3,-3,-4,-1,-1,-3,-1,-3,-1,-1,-3,1
"582",-5,-3,-3,-3,-3,-3,-5,-4,-2,-1,-2,-2,-2,-3,-1,-3,-3,-2,-5,2
"583",-5,-4,-2,-2,-1,-2,-2,-2,-2,-1,-2,-1,-2,-1,-5,-2,-2,-2,-1,1
"584",-4,-3,-3,-2,-1,-3,-3,-3,-2,-3,-3,-3,-2,-3,-1,-4,-1,-1,-4,1
"585",-5,-3,-2,-3,-3,-3,-3,-5,-5,-4,-1,-5,-3,-4,-4,-4,-1,-5,-2,3
"586",-5,-3,-2,-2,-1,-2,-2,-5,-2,-5,-3,-5,-4,-5,-5,-2,-3,-1,-1,3
"587",-5,-4,-4,-3,-4,-2,-4,-5,-2,-3,-5,-5,-2,-5,-2,-5,-5,-1,-5,2
"588",-5,-5,-4,-3,-2,-4,-4,-5,-5,-4,-4,-5,-4,-3,-4,-4,-4,-4,-3,2
"589",-4,-4,-4,-2,-3,-3,-3,-4,-3,-4,-3,-4,-3,-4,-3,-2,-5,-2,-4,2
"590",-5,-3,-2,-5,-5,-3,-3,-5,-4,-3,-3,-3,-3,-5,-1,-5,-1,-1,-5,2
"591",-5,-5,-5,-1,-1,-2,-3,-4,-1,-2,-4,-2,-2,-3,-2,-4,-1,-1,-5,1
"592",-5,-3,-3,-2,-3,-3,-4,-3,-2,-3,-4,-3,-4,-4,-1,-4,-3,-2,-4,2
"593",-5,-4,-4,-3,-1,-3,-4,-5,-1,-5,-3,-1,-1,-2,-1,-4,-1,-1,-4,1
"594",-5,-3,-3,-1,-2,-2,-1,-4,-1,-2,-4,-2,-2,-2,-2,-4,-3,-2,-4,1
"595",-5,-4,-4,-1,-2,-3,-2,-4,-1,-3,-3,-3,-3,-4,-4,-3,-3,-2,-2,2
"596",-5,-3,-4,-2,-2,-2,-3,-4,-4,-2,-4,-2,-4,-5,-5,-4,-2,-2,-3,2
"597",-5,-3,-2,-3,-3,-3,-3,-5,-5,-4,-4,-3,-4,-4,-4,-2,-2,-2,-4,3
"598",-5,-3,-3,-2,-2,-3,-2,-3,-2,-1,-4,-3,-3,-3,-3,-4,-4,-1,-4,1
"599",-5,-3,-3,-3,-4,-5,-2,-5,-4,-2,-3,-3,-5,-5,-1,-5,-4,-3,-3,2
"600",-5,-4,-4,-2,-2,-3,-5,-4,-2,-2,-5,-3,-4,-4,-4,-4,-3,-4,-5,2
"601",-5,-3,-3,-1,-1,-3,-3,-5,-3,-5,-3,-1,-1,-2,-2,-3,-1,-2,-4,3
"602",-5,-5,-5,-4,-1,-3,-3,-3,-1,-1,-5,-5,-3,-2,-2,-5,-2,-2,-5,2
"603",-5,-3,-4,-3,-1,-2,-3,-3,-1,-2,-3,-3,-2,-2,-1,-5,-2,-1,-5,1
"604",-5,-3,-3,-3,-2,-1,-1,-4,-2,-1,-4,-2,-1,-2,-1,-4,-1,-1,-1,1
"605",-5,-5,-5,-4,-3,-4,-2,-2,-1,-1,-2,-2,-3,-3,-2,-3,-5,-4,-2,2
"606",-5,-2,-1,-3,-3,-5,-2,-5,-5,-2,-1,-1,-2,-3,-3,-3,-1,-4,-4,3
"607",-5,-3,-4,-2,-1,-2,-4,-5,-1,-2,-4,-5,-2,-4,-3,-5,-2,-1,-5,2
"608",-5,-4,-5,-1,-2,-4,-3,-5,-3,-4,-3,-5,-4,-4,-5,-3,-3,-2,-3,2
"609",-5,-3,-4,-2,-3,-3,-4,-4,-2,-1,-4,-3,-2,-1,-3,-2,-3,-2,-5,1
"610",-5,-3,-2,-2,-1,-3,-4,-4,-5,-2,-2,-2,-2,-3,-4,-2,-2,-4,-3,3
"611",-5,-4,-2,-1,-1,-2,-3,-3,-1,-1,-5,-4,-1,-1,-4,-1,-4,-1,-5,1
"612",-5,-3,-3,-2,-2,-2,-2,-5,-5,-3,-4,-3,-4,-4,-5,-4,-2,-2,-3,3
"613",-4,-4,-4,-3,-3,-2,-2,-4,-1,-2,-4,-5,-3,-2,-2,-2,-1,-1,-5,1
"614",-4,-3,-3,-3,-4,-2,-2,-4,-2,-3,-2,-4,-2,-4,-1,-4,-1,-1,-4,2
"615",-5,-3,-3,-4,-4,-3,-3,-4,-1,-5,-4,-5,-5,-5,-5,-4,-2,-2,-3,2
"616",-5,-3,-5,-3,-3,-1,-3,-5,-1,-1,-4,-5,-1,-3,-3,-3,-3,-1,-3,1
"617",-4,-3,-2,-3,-3,-3,-4,-5,-5,-4,-1,-4,-3,-3,-2,-3,-1,-3,-2,3
"618",-5,-3,-2,-4,-5,-5,-3,-3,-2,-1,-4,-5,-3,-3,-2,-2,-3,-3,-2,2
"619",-5,-3,-1,-1,-1,-4,-3,-4,-2,-1,-1,-1,-3,-3,-3,-1,-1,-1,-4,3
"620",-4,-3,-3,-1,-3,-3,-1,-3,-3,-2,-2,-3,-2,-2,-2,-2,-3,-1,-5,1
"621",-4,-3,-4,-2,-1,-5,-3,-2,-4,-2,-4,-4,-5,-3,-5,-4,-2,-4,-3,2
"622",-5,-3,-3,-5,-1,-5,-3,-4,-1,-1,-1,-1,-3,-3,-4,-3,-1,-2,-4,2
"623",-5,-3,-3,-3,-2,-5,-3,-5,-2,-2,-4,-3,-5,-4,-5,-5,-2,-2,-5,2
"624",-5,-3,-4,-2,-3,-3,-4,-4,-1,-1,-2,-1,-4,-3,-2,-2,-1,-2,-5,2
"625",-4,-3,-5,-3,-3,-2,-5,-3,-2,-2,-3,-3,-3,-4,-2,-5,-2,-3,-5,2
"626",-5,-4,-4,-2,-2,-4,-1,-2,-1,-1,-4,-1,-4,-2,-4,-3,-3,-1,-4,1
"627",-5,-3,-2,-4,-2,-1,-1,-2,-1,-1,-5,-5,-3,-2,-1,-2,-4,-1,-5,1
"628",-5,-2,-2,-1,-3,-1,-1,-5,-3,-3,-2,-2,-3,-3,-1,-5,-5,-1,-5,1
"629",-5,-4,-5,-1,-3,-2,-5,-2,-1,-1,-5,-2,-2,-3,-3,-2,-3,-1,-5,1
"630",-5,-4,-1,-2,-1,-3,-3,-5,-5,-5,-3,-3,-4,-2,-4,-1,-1,-2,-1,3
"631",-5,-3,-3,-2,-2,-3,-2,-4,-1,-2,-4,-3,-4,-4,-5,-3,-2,-2,-4,2
"632",-5,-4,-2,-1,-1,-4,-2,-3,-2,-2,-4,-3,-4,-3,-2,-3,-2,-2,-3,1
"633",-4,-3,-3,-5,-5,-5,-4,-4,-2,-1,-1,-4,-4,-4,-3,-5,-1,-4,-3,2
"634",-5,-3,-3,-4,-5,-5,-5,-2,-2,-1,-1,-2,-3,-3,-2,-4,-1,-5,-3,2
"635",-4,-3,-5,-2,-4,-5,-5,-5,-4,-3,-2,-2,-4,-5,-2,-5,-2,-4,-4,2
"636",-5,-1,-3,-2,-1,-3,-4,-4,-2,-1,-1,-1,-4,-5,-4,-4,-3,-2,-3,2
"637",-5,-5,-3,-3,-4,-4,-4,-5,-5,-3,-1,-2,-2,-5,-2,-3,-3,-4,-4,3
"638",-4,-3,-5,-2,-2,-2,-2,-4,-2,-1,-5,-2,-3,-3,-3,-3,-2,-1,-4,1
"639",-5,-3,-3,-5,-1,-5,-3,-3,-1,-1,-1,-2,-5,-4,-4,-4,-1,-5,-3,2
"640",-5,-3,-1,-3,-4,-5,-3,-4,-2,-1,-3,-4,-2,-3,-4,-5,-5,-2,-2,2
"641",-2,-3,-2,-2,-2,-2,-2,-4,-4,-4,-3,-3,-3,-3,-4,-2,-1,-1,-2,3
"642",-5,-3,-4,-3,-1,-5,-4,-2,-4,-3,-5,-4,-5,-2,-5,-3,-3,-5,-4,2
"643",-5,-3,-3,-3,-3,-5,-4,-4,-4,-5,-3,-3,-3,-3,-3,-3,-3,-3,-3,3
"644",-5,-3,-2,-4,-4,-1,-1,-5,-3,-3,-1,-1,-3,-5,-5,-1,-1,-1,-1,3
"645",-5,-3,-5,-5,-2,-5,-3,-3,-1,-1,-5,-1,-5,-4,-5,-5,-1,-4,-3,2
"646",-5,-3,-2,-4,-1,-5,-5,-5,-3,-4,-1,-2,-3,-3,-3,-4,-2,-5,-5,2
"647",-5,-4,-5,-2,-1,-3,-4,-3,-1,-3,-4,-2,-4,-2,-2,-5,-4,-2,-5,2
"648",-5,-3,-3,-2,-2,-4,-3,-4,-2,-2,-1,-3,-2,-5,-5,-3,-1,-2,-3,3
"649",-4,-4,-2,-1,-3,-2,-1,-3,-2,-3,-4,-3,-3,-3,-2,-4,-3,-3,-4,1
"650",-5,-3,-2,-2,-3,-3,-3,-5,-5,-4,-1,-4,-4,-5,-2,-3,-1,-1,-3,3
"651",-5,-3,-5,-3,-3,-5,-5,-3,-1,-2,-5,-5,-5,-3,-2,-5,-5,-3,-2,2
"652",-5,-5,-4,-1,-1,-2,-1,-1,-1,-1,-3,-1,-1,-2,-2,-1,-5,-1,-3,1
"653",-5,-3,-5,-4,-3,-5,-5,-4,-3,-3,-3,-3,-4,-5,-4,-4,-2,-5,-5,2
"654",-5,-3,-5,-2,-2,-2,-2,-5,-4,-4,-2,-3,-2,-4,-4,-2,-3,-2,-5,3
"655",-5,-4,-3,-1,-1,-1,-1,-1,-1,-2,-5,-5,-1,-1,-3,-1,-2,-1,-4,1
"656",-5,-3,-4,-1,-1,-1,-1,-3,-1,-3,-4,-5,-1,-3,-5,-1,-3,-1,-3,1
"657",-5,-3,-3,-2,-1,-3,-3,-5,-3,-5,-1,-1,-3,-3,-4,-1,-3,-3,-3,3
"658",-5,-2,-3,-1,-2,-3,-4,-3,-1,-2,-2,-2,-3,-3,-2,-4,-1,-3,-5,2
"659",-5,-3,-2,-1,-2,-4,-3,-5,-5,-5,-2,-2,-3,-5,-4,-2,-2,-1,-4,3
"660",-5,-5,-5,-5,-5,-4,-4,-4,-5,-4,-4,-4,-4,-5,-3,-4,-4,-4,-4,2
"661",-1,-1,-2,-3,-4,-3,-3,-2,-5,-2,-2,-2,-3,-4,-4,-3,-2,-3,-2,3
"662",-4,-3,-3,-1,-2,-3,-1,-3,-2,-2,-5,-3,-3,-3,-3,-3,-3,-1,-4,1
"663",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2
"664",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1
"665",-5,-2,-2,-4,-4,-4,-2,-5,-5,-4,-2,-3,-2,-3,-2,-2,-1,-4,-3,3
"666",-5,-4,-3,-1,-2,-4,-3,-2,-1,-1,-4,-1,-1,-4,-2,-4,-1,-2,-4,1
