"","Movies","Horror","Thriller","Comedy","Romantic","Sci.fi","War","Fantasy.Fairy.tales","Animated","Documentary","Western","Action","Age","Height","Weight","Number.of.siblings","Gender","Left...right.handed","Education","Only.child","Village...town","House...block.of.flats","cluster"
"564",4,3,4,4,4,2,4,2,2,4,2,4,24,178,80,2,0,2,5,0,1,2,2
"565",5,1,2,4,4,2,3,3,4,2,1,2,19,174,70,1,1,2,5,0,1,2,2
"566",5,4,3,4,5,3,3,3,3,4,3,3,18,159,52,1,1,1,5,0,2,1,1
"567",5,2,2,5,2,4,1,5,5,5,3,3,22,176,74,3,0,2,5,0,2,1,2
"568",5,4,2,5,5,2,1,5,5,4,2,2,20,166,55,1,1,2,1,0,2,1,1
"569",3,4,4,4,3,2,3,3,4,2,1,3,19,165,70,1,1,2,5,1,2,1,1
"570",4,2,3,5,3,3,4,3,3,2,1,3,21,162,52,1,1,2,5,0,2,2,1
"571",5,1,2,5,5,1,3,5,4,4,4,4,28,168,55,1,1,2,4,0,1,2,1
"572",5,2,3,5,3,2,4,2,3,4,3,2,20,173,50,1,1,1,5,0,2,1,1
"573",4,5,3,5,4,5,2,3,4,4,2,2,20,164,60,2,1,2,5,0,2,1,1
"574",3,2,2,5,2,2,2,2,2,5,2,2,23,172,77,1,0,2,5,0,2,1,2
"575",4,4,4,2,2,5,3,4,3,5,1,2,27,186,82,1,0,1,3,1,2,2,2
"576",4,4,4,4,3,4,5,4,4,2,2,4,21,180,77,1,0,2,1,1,1,2,2
"577",3,3,4,3,2,2,4,3,3,4,3,3,23,170,60,1,1,2,5,0,2,1,1
"578",4,2,2,5,5,4,3,3,2,4,2,4,22,165,57,2,1,2,1,0,2,1,1
"579",4,5,5,4,4,2,4,3,2,4,2,1,28,166,60,1,1,2,4,0,2,1,1
"580",4,3,3,4,4,1,2,3,3,3,2,1,22,170,52,2,1,2,5,0,2,1,1
"581",4,1,4,4,3,1,5,2,5,5,1,2,18,173,67,1,0,2,1,0,2,1,1
"582",5,2,3,5,5,2,5,5,5,1,1,3,25,165,75,1,1,2,5,0,2,2,1
"583",5,1,2,2,3,1,2,3,4,5,1,3,20,62,55,2,1,2,1,0,2,2,1
"584",5,5,5,5,5,3,5,5,5,5,3,3,28,164,77,1,1,2,5,0,2,1,2
"585",3,4,2,5,4,3,1,5,5,5,3,3,23,162,65,1,1,2,1,0,2,1,1
"586",5,5,3,5,5,3,3,5,5,5,1,1,21,185,70,0,1,1,5,1,2,1,2
"587",5,5,4,5,4,3,2,5,5,4,3,3,25,160,55,1,1,2,1,0,2,1,1
"588",4,1,4,4,4,3,3,4,4,4,2,4,28,180,70,1,1,2,4,0,2,1,2
"589",5,2,4,4,2,4,5,5,4,4,3,5,19,172,75,4,0,2,5,0,1,2,2
"590",5,1,1,5,5,5,4,5,5,5,5,5,30,179,80,1,1,2,5,1,1,2,2
"591",5,2,4,5,4,2,1,5,3,1,1,2,28,165,57,1,1,2,5,0,1,2,1
"592",5,1,2,5,4,4,4,5,1,4,3,4,19,163,53,0,1,2,5,1,1,2,1
"593",5,3,5,5,5,1,3,5,5,3,1,1,18,165,48,2,1,2,5,0,2,1,1
"594",5,3,3,5,4,3,3,3,5,5,3,5,18,174,64,1,0,2,5,0,2,2,1
"595",5,2,4,4,2,4,3,2,3,3,4,4,18,182,63,1,0,2,5,0,2,1,1
"596",5,3,4,5,4,3,3,5,4,2,2,2,17,168,70,0,1,2,1,1,2,2,1
"597",5,2,5,5,3,5,5,3,4,5,3,5,21,168,62,1,0,2,1,1,2,1,1
"598",4,5,5,5,2,2,1,3,3,1,1,3,18,171,69,1,1,2,5,1,1,1,1
"599",5,4,5,5,3,4,5,4,4,5,2,4,21,187,73,4,0,2,1,0,2,2,2
"600",4,1,1,5,5,3,2,5,5,3,1,5,23,167,70,0,1,2,1,1,2,2,1
"601",5,2,4,5,4,2,5,3,3,2,1,5,20,168,76,1,1,2,5,0,2,1,2
"602",5,1,1,5,5,1,2,4,3,2,1,4,19,163,70,0,1,2,5,1,2,1,1
"603",5,2,1,5,3,1,2,4,5,2,1,1,20,170,50,1,1,2,5,0,2,1,1
"604",5,3,3,2,5,1,4,5,5,4,1,5,26,168,65,3,1,2,1,0,1,2,1
"605",5,1,5,3,4,5,5,5,5,5,3,5,21,175,70,1,1,2,1,0,2,1,2
"606",4,3,5,5,2,5,5,5,5,5,2,5,19,185,83,2,0,2,5,0,2,1,2
"607",5,1,3,5,5,2,2,5,4,3,1,3,21,171,60,2,1,2,5,0,1,2,1
"608",5,3,3,5,4,4,4,4,5,5,2,4,22,172,60,1,1,2,1,0,1,1,1
"609",4,4,4,5,2,3,5,2,3,4,2,4,18,188,77,2,0,2,5,1,2,1,2
"610",3,3,4,4,3,2,5,3,2,5,2,3,21,162,51,1,1,2,5,0,1,2,1
"611",5,4,4,5,3,4,2,3,3,3,1,5,23,174,60,1,0,2,5,0,2,1,1
"612",5,3,4,5,4,2,2,5,4,2,2,3,17,167,70,0,1,2,1,1,2,2,1
"613",5,5,5,5,4,4,4,5,5,5,3,5,20,163,52,1,1,2,5,0,2,1,1
"614",3,1,2,2,4,2,1,4,4,5,3,3,22,170,55,1,1,2,5,0,1,1,1
"615",3,3,3,4,4,1,4,1,1,5,3,2,19,168,60,2,1,2,1,0,1,2,1
"616",5,2,3,5,4,3,3,5,5,4,1,2,25,164,63,0,1,2,4,1,1,2,1
"617",5,2,4,4,3,5,5,4,5,4,2,4,29,183,111,1,0,1,5,0,1,2,2
"618",4,4,4,4,4,4,5,3,3,5,4,4,29,173,81,2,0,2,5,0,1,2,2
"619",5,3,3,4,3,3,1,3,3,3,1,3,17,173,54,1,1,2,5,0,2,1,1
"620",5,3,5,3,3,3,5,3,3,5,3,4,19,185,75,2,0,1,5,0,2,1,2
"621",5,1,5,4,4,3,2,5,5,4,1,4,18,170,75,2,1,2,5,0,2,1,2
"622",4,1,1,4,3,1,1,3,3,4,1,4,20,174,60,3,1,2,1,0,2,1,1
"623",5,1,4,3,3,3,5,5,4,5,2,1,21,161,48,0,1,2,1,1,2,1,1
"624",5,1,4,5,5,3,3,5,5,4,2,2,18,175,58,1,1,2,5,0,2,1,1
"625",5,3,4,5,5,3,2,4,4,3,2,3,19,180,70,1,1,2,5,0,2,1,2
"626",5,1,2,4,1,3,4,1,1,4,1,3,19,176,66,0,0,2,5,1,1,2,1
"627",5,5,4,5,3,2,4,3,4,1,2,5,20,175,65,2,0,2,5,0,2,1,1
"628",3,3,3,5,3,2,3,4,4,4,4,5,19,175,80,1,0,1,5,1,1,2,2
"629",5,5,3,5,3,1,5,4,4,5,1,5,18,180,75,1,1,2,5,0,1,2,2
"630",5,4,5,3,5,5,5,3,3,4,2,3,16,160,49,1,1,2,5,0,1,2,1
"631",5,4,4,5,3,1,4,3,4,4,1,2,18,163,57,1,1,2,1,0,2,1,1
"632",4,2,2,5,4,4,2,2,2,4,2,5,19,170,63,0,1,2,5,1,1,1,1
"633",5,1,1,4,5,4,3,5,4,4,3,2,24,166,55,2,1,2,1,0,1,1,1
"634",4,1,3,4,3,4,2,5,5,3,2,3,19,168,56,3,1,2,5,0,2,1,1
"635",5,3,3,4,4,4,4,5,5,4,3,3,20,166,60,1,1,2,1,0,2,1,1
"636",5,2,4,3,4,3,3,4,5,2,1,3,21,180,61,0,1,2,1,1,2,1,1
"637",5,5,4,5,2,5,5,5,5,4,5,5,23,165,60,0,0,2,1,1,2,1,1
"638",5,3,5,5,2,4,5,3,3,4,3,5,17,182,84,1,0,2,5,0,2,2,2
"639",5,1,1,4,4,2,1,5,4,3,1,3,18,173,65,3,1,2,5,0,2,1,1
"640",5,2,3,5,4,3,5,5,5,4,5,5,26,183,90,5,0,2,4,0,1,2,2
"641",1,1,1,4,5,2,2,4,4,4,2,2,22,186,65,0,0,2,1,1,2,1,2
"642",5,1,4,3,3,3,2,5,5,5,1,4,18,170,75,2,1,2,5,0,2,1,2
"643",5,4,3,5,4,5,3,5,5,5,3,3,15,160,51,2,1,2,2,0,2,1,1
"644",5,1,1,5,3,5,5,3,3,3,3,4,17,175,64,0,0,2,5,1,2,2,1
"645",4,3,4,5,4,4,4,5,5,5,3,3,22,175,86,6,1,1,1,0,2,1,2
"646",5,2,2,5,5,5,1,4,2,3,1,5,21,168,49,1,1,2,5,0,2,1,1
"647",4,1,2,4,5,1,4,3,3,2,1,2,21,162,51,3,1,2,1,0,1,2,1
"648",5,2,2,4,3,2,4,5,5,4,2,2,19,171,49,3,1,2,5,0,1,2,1
"649",4,3,4,4,4,5,3,2,2,4,2,5,26,186,98,1,0,2,1,1,2,2,2
"650",5,4,5,5,4,3,2,2,1,1,2,1,26,172,80,1,1,2,4,0,2,1,2
"651",5,1,3,3,5,1,5,2,3,5,3,2,19,159,52,3,1,2,1,0,1,2,1
"652",5,5,5,5,3,5,5,5,5,4,2,5,20,197,100,1,0,2,1,0,1,2,2
"653",5,1,3,5,5,5,3,5,5,5,3,5,18,192,91,0,0,2,5,1,1,1,2
"654",5,3,4,4,4,4,3,2,4,3,2,3,25,167,49,1,1,2,1,1,2,2,1
"655",5,4,3,5,1,3,2,1,1,2,1,5,23,192,86,1,0,2,5,0,2,1,2
"656",5,5,5,5,3,2,3,2,2,4,3,5,24,190,84,1,0,2,1,1,2,2,2
"657",5,2,3,4,3,4,4,2,5,5,2,3,20,186,78,3,0,1,1,0,1,1,2
"658",5,1,2,5,4,2,3,4,4,4,1,3,19,172,50,2,1,2,1,0,1,2,1
"659",5,3,3,5,2,5,2,4,4,3,2,5,18,186,76,1,0,2,5,0,1,2,2
"660",5,2,3,3,3,4,4,3,4,4,4,4,25,167,60,2,1,1,5,0,2,1,1
"661",4,4,4,4,4,4,4,4,4,4,4,4,22,179,78,2,0,1,4,0,2,1,2
"662",4,5,5,5,3,1,3,3,3,3,1,5,26,185,92,1,0,2,4,0,2,1,2
"663",5,5,5,5,5,5,5,5,5,5,5,5,19,167,63,0,1,2,5,1,2,1,1
"664",4,4,3,3,2,2,1,1,5,5,4,3,16,170,54,2,1,2,1,0,2,2,1
"665",5,1,4,3,2,5,5,3,3,4,3,5,18,174,64,0,0,2,5,1,2,1,1
"666",5,3,3,5,4,4,3,4,3,2,1,3,20,170,53,1,1,2,5,0,2,2,1
"667",5,5,5,5,5,5,5,5,5,5,5,5,17,168,70,0,1,2,1,1,2,2,1
"668",4,1,1,4,3,3,3,4,2,4,3,4,20,171,62,0,1,1,5,1,2,1,1
"669",5,2,3,5,5,3,1,4,5,5,2,3,19,165,51,3,1,2,1,0,2,1,1
"670",5,3,3,5,5,1,1,4,3,2,1,2,18,165,55,0,1,2,5,1,2,1,1
"671",5,1,1,5,3,1,3,5,5,5,3,3,17,167,48,0,1,2,5,1,1,2,1
"672",5,3,4,5,5,3,3,3,4,5,3,4,18,174,64,1,0,2,5,0,2,1,1
"673",4,4,2,4,3,2,1,5,5,5,1,2,20,171,63,1,1,2,5,0,2,1,1
"674",5,5,4,5,3,5,3,3,4,5,5,4,17,170,55,3,1,2,5,0,1,2,1
"675",5,5,5,5,5,5,5,5,5,5,5,5,21,182,70,1,0,2,5,0,1,2,2
"676",5,1,4,5,4,3,2,4,5,3,1,4,19,190,80,1,0,1,5,0,2,1,2
"677",5,3,4,5,3,4,3,2,3,2,2,5,19,187,80,0,0,1,1,1,2,2,2
"678",4,2,4,4,4,5,5,3,4,4,1,5,19,193,83,0,0,2,5,1,2,1,2
"679",5,3,3,5,4,3,5,5,5,3,2,4,16,177,70,1,0,2,5,0,2,1,2
"680",5,4,4,5,3,5,1,5,4,3,1,3,19,178,80,3,0,2,1,0,1,2,2
"681",5,2,2,3,2,3,1,4,4,5,1,3,19,162,52,1,1,2,5,0,2,1,1
"682",3,2,4,4,4,2,3,2,1,4,3,5,21,192,93,1,0,2,4,0,1,2,2
"683",5,5,5,5,2,4,3,3,3,3,3,4,24,185,120,2,0,2,3,0,2,2,2
"684",5,5,5,5,2,4,5,2,2,2,1,5,23,190,95,1,0,2,5,0,2,1,2
"685",4,2,4,2,4,2,4,2,4,2,4,2,30,173,69,0,1,2,5,1,2,1,1
"686",3,3,4,4,5,3,3,2,3,3,3,3,27,189,113,3,0,1,3,0,2,2,2
"687",5,3,4,3,4,5,3,5,3,2,2,5,19,185,65,1,0,2,5,0,2,1,2
"688",5,4,5,4,1,1,5,3,3,3,4,5,18,160,55,2,1,2,5,0,2,1,1
"689",5,1,1,4,3,4,4,3,4,5,3,3,18,203,89,2,0,2,5,1,2,1,2
"690",5,4,4,5,4,2,5,3,5,1,2,5,17,185,70,2,0,2,5,0,2,1,2
"691",5,4,4,5,1,2,5,2,3,4,2,5,30,173,72,1,1,2,5,0,1,2,2
"692",5,3,3,5,4,4,2,4,5,4,1,4,19,172,60,0,1,2,5,1,2,1,1
"693",5,3,4,5,4,1,2,3,2,2,1,2,27,173,79,5,1,2,5,0,1,2,2
"694",5,5,4,5,5,2,2,5,5,3,2,5,21,173,62,1,1,2,5,0,1,2,1
"695",2,2,2,3,3,2,2,4,5,4,1,2,17,165,53,3,1,1,5,0,2,1,1
"696",5,1,2,5,4,4,4,4,4,5,4,5,20,187,95,0,0,2,5,1,2,1,2
"697",5,5,5,5,2,3,2,5,5,4,2,5,20,181,73,1,0,2,1,0,2,1,2
"698",4,3,1,5,5,3,5,2,2,4,2,5,18,176,76,0,0,2,5,1,2,1,2
"699",5,3,5,5,4,5,4,5,5,4,4,5,20,180,90,1,0,2,1,0,2,2,2
"700",4,3,4,4,3,4,3,3,3,5,2,2,20,178,66,1,0,2,5,0,2,1,1
"701",5,2,1,4,4,1,4,1,1,2,1,4,17,175,60,1,1,2,5,0,2,1,1
"702",5,2,1,5,4,2,5,1,2,3,1,5,19,181,78,1,0,2,5,0,2,1,2
"703",5,1,5,5,3,3,4,4,3,5,5,5,20,183,82,1,0,2,5,0,2,2,2
"704",5,5,1,5,4,4,5,4,5,5,2,1,21,180,63,0,0,2,5,1,2,1,1
"705",3,3,2,4,5,3,3,4,5,1,4,3,23,170,70,0,0,2,5,1,2,1,1
"706",3,5,5,5,1,2,4,3,4,5,4,5,24,178,80,2,0,2,5,0,1,2,2
"707",4,1,1,4,2,2,2,3,2,5,1,2,17,160,48,0,1,2,5,1,2,1,1
"708",5,1,2,5,5,3,3,3,2,3,4,2,18,162,55,1,1,2,5,0,2,1,1
"709",5,3,5,5,4,5,3,5,5,3,3,5,17,185,99,1,0,2,5,0,2,2,2
"710",3,2,2,4,2,3,3,3,4,2,2,3,19,175,60,1,1,2,5,0,2,1,1
"711",4,5,4,5,3,2,2,3,2,5,1,5,21,188,81,0,0,2,5,1,2,1,2
"712",5,1,3,4,2,1,1,5,5,5,4,3,29,170,58,1,1,2,1,0,2,2,1
"713",5,2,2,4,4,1,3,4,4,3,2,2,20,158,55,1,1,2,5,0,1,2,1
"714",4,1,2,4,4,3,2,4,2,2,2,1,20,168,55,1,1,2,5,0,2,1,1
"715",5,4,5,4,3,2,4,2,3,3,2,5,19,184,80,1,0,2,1,0,1,2,2
"716",5,3,4,5,3,5,3,4,4,2,2,5,20,162,50,0,1,2,1,1,2,1,1
"717",5,3,2,5,5,5,2,2,2,5,1,2,21,168,70,1,1,2,5,0,2,1,1
"718",3,1,1,4,3,2,1,5,5,5,2,3,20,165,57,1,1,2,5,1,1,2,1
"719",5,2,2,5,3,2,2,2,2,4,2,3,19,193,77,1,0,2,5,1,2,1,2
"720",5,3,4,4,3,4,4,3,3,4,3,4,21,179,76,1,0,2,5,0,2,1,2
"721",5,1,3,5,4,4,4,3,3,4,5,5,19,190,76,0,0,2,5,1,2,1,2
"722",5,2,2,5,4,4,4,4,4,3,3,3,19,187,88,0,0,2,5,1,2,1,2
"723",4,1,3,5,4,1,5,5,5,5,5,4,20,183,65,3,0,2,5,0,2,1,2
"724",5,5,4,5,3,2,1,4,5,2,1,4,21,170,58,0,1,2,1,1,2,1,1
"725",5,4,3,4,4,3,2,5,5,2,2,2,23,163,68,1,1,2,4,0,2,1,1
"726",4,4,5,4,3,1,2,4,3,2,1,3,24,169,53,1,1,2,1,0,2,2,1
"727",3,3,3,5,2,2,2,3,5,2,2,4,19,185,65,3,0,1,5,0,2,1,2
"728",5,2,3,5,3,2,5,4,4,5,2,3,20,177,70,1,1,2,5,0,2,2,2
"729",5,5,3,5,5,1,4,3,2,5,3,5,30,184,78,2,0,2,4,0,2,1,2
"730",5,2,2,5,5,4,4,5,5,3,1,2,20,165,56,1,1,2,5,1,2,1,1
"731",5,3,3,5,5,5,2,2,4,4,2,3,23,171,54,4,1,2,5,0,2,1,1
"732",5,1,2,5,5,3,3,5,5,4,1,2,19,170,51,1,1,1,5,0,2,1,1
"733",3,1,2,3,4,4,2,1,2,1,1,3,19,184,60,4,0,2,1,0,2,1,1
"734",5,1,3,4,5,2,2,5,5,3,2,3,22,174,61,2,1,1,1,0,1,2,1
"735",5,1,4,5,2,3,1,5,5,5,1,4,17,175,68,0,1,2,5,1,2,1,1
"736",5,5,5,5,5,2,5,3,3,5,2,5,20,183,67,2,0,2,1,0,2,1,2
"737",5,3,5,5,2,5,5,3,3,4,2,5,19,175,75,2,0,2,5,0,1,2,2
"738",4,3,3,5,5,3,2,2,2,3,1,4,27,180,75,0,0,1,1,1,2,1,2
"739",5,3,4,5,3,4,4,4,4,5,4,5,19,180,90,1,0,2,1,0,2,2,2
"740",5,2,3,3,2,4,3,3,2,4,4,5,17,156,51,1,1,2,5,0,2,1,1
"741",5,4,4,5,3,4,4,5,5,3,3,4,20,192,80,1,0,2,5,0,1,1,2
"742",5,4,4,5,1,2,5,4,4,4,2,4,20,190,125,1,0,2,5,0,2,1,2
"743",5,4,4,4,3,5,4,4,4,4,2,4,20,182,88,2,0,2,5,0,2,1,2
"744",5,5,4,5,4,3,4,5,4,4,3,5,21,187,80,2,0,2,1,0,2,1,2
"745",5,4,3,5,2,4,4,5,4,2,1,4,21,195,82,1,0,2,5,0,1,1,2
"746",5,3,5,5,4,5,4,5,5,3,3,4,20,185,85,1,0,2,5,0,1,2,2
"747",5,4,4,4,3,4,5,2,3,2,4,2,17,182,79,2,1,2,5,0,2,1,2
"748",3,1,3,4,2,4,5,2,3,4,4,4,23,185,90,1,0,2,1,0,2,1,2
"749",5,1,2,5,3,2,2,3,4,4,2,4,25,172,56,1,1,2,4,0,2,1,1
"750",5,2,2,4,4,1,5,5,5,5,2,2,18,170,54,1,1,2,5,0,2,1,1
"751",5,3,3,4,4,2,2,3,4,2,2,2,25,168,63,1,1,2,4,0,2,2,1
"752",5,2,3,5,4,2,3,4,5,4,2,4,21,180,73,1,0,2,1,0,1,2,2
"753",5,2,4,4,3,4,3,2,3,3,2,4,20,182,73,1,0,2,5,0,1,2,2
"754",5,4,3,5,3,5,5,3,3,5,2,4,21,179,74,0,0,2,5,1,2,1,2
"755",5,4,4,4,4,2,3,2,3,2,1,4,18,162,54,1,1,2,5,0,2,2,1
"756",5,2,3,5,4,5,5,4,5,4,2,4,19,182,72,1,0,2,5,1,2,1,2
"757",5,1,3,3,3,1,5,3,4,5,1,5,22,189,89,2,0,2,5,0,2,2,2
"758",5,4,4,5,4,2,4,4,4,2,2,4,26,182,76,3,0,1,5,1,2,2,2
"759",5,5,5,5,1,4,2,2,2,4,2,5,23,185,87,0,0,2,5,1,2,1,2
"760",5,4,4,4,4,3,3,2,3,2,1,5,18,162,54,1,1,2,5,0,2,2,1
"761",5,2,1,5,5,1,5,5,5,5,2,2,18,170,54,1,1,2,5,0,2,1,1
"762",5,1,3,5,5,1,1,4,4,1,1,3,16,168,54,1,1,2,5,0,2,1,1
"763",5,2,3,5,5,5,2,5,4,2,1,4,19,168,57,2,1,2,5,0,1,2,1
"764",5,1,2,5,5,3,1,5,5,4,1,5,19,175,58,1,1,2,1,0,2,2,1
"765",5,5,5,2,1,5,4,1,2,1,1,5,21,187,85,1,0,2,5,0,2,1,2
"766",5,4,5,5,5,1,4,4,1,4,2,2,20,175,58,1,1,2,1,0,2,2,1
"767",5,2,2,5,3,5,4,2,2,1,2,5,20,180,57,1,0,2,5,0,2,1,1
"768",5,2,3,5,3,2,3,3,4,4,1,3,19,181,70,1,0,2,5,1,2,1,2
"769",2,3,2,4,3,2,3,3,2,4,3,2,17,165,58,0,1,2,5,1,1,2,1
"770",5,2,3,5,5,4,4,5,5,4,2,2,19,158,45,2,1,2,5,0,2,2,1
"771",5,4,4,3,2,2,3,2,2,3,2,3,22,174,83,1,0,2,1,0,1,2,2
"772",4,2,3,2,3,2,4,3,2,3,3,2,23,183,85,2,0,1,1,0,2,1,2
"773",4,2,4,5,5,4,4,4,3,2,1,5,21,176,80,1,0,2,5,0,2,1,2
"774",5,2,4,5,5,4,5,2,2,4,2,4,22,173,50,1,1,2,5,0,2,1,1
"775",3,2,2,5,1,5,5,3,4,4,3,3,19,188,75,1,0,2,1,0,2,1,2
"776",5,2,3,4,5,3,2,4,4,3,1,3,24,160,55,1,1,2,1,0,2,1,1
"777",5,3,4,5,4,5,5,4,4,5,3,5,23,170,63,1,0,2,1,0,2,1,1
"778",5,5,3,3,1,4,5,5,5,5,1,2,21,164,52,2,1,2,5,0,2,1,1
"779",4,2,2,5,5,2,2,5,5,3,2,4,22,167,50,1,1,2,5,0,2,1,1
"780",5,3,4,3,4,3,2,3,2,4,3,3,18,184,81,1,0,2,5,0,2,2,2
"781",3,4,2,2,2,4,4,4,3,2,2,3,28,166,58,2,1,1,4,0,2,1,1
"782",5,1,4,5,5,2,4,5,5,5,2,5,18,165,48,0,1,2,5,1,2,1,1
"783",4,1,1,4,4,1,4,4,4,5,1,5,23,174,69,1,1,2,1,0,1,2,1
"784",4,2,3,4,3,2,4,2,3,4,2,3,22,162,55,1,1,2,5,1,1,2,1
"785",5,2,3,2,2,2,2,3,4,4,3,4,21,164,52,1,1,2,5,1,2,1,1
"786",5,1,4,3,2,4,4,4,3,3,3,2,20,171,57,1,1,2,5,0,2,1,1
"787",5,4,4,5,4,4,3,4,5,2,3,2,18,170,65,1,1,2,5,0,2,2,1
"788",5,1,4,4,2,2,3,1,1,1,2,3,21,175,55,1,0,2,5,0,2,1,1
"789",5,3,4,4,3,3,4,1,2,3,4,4,20,185,80,1,0,2,1,0,1,2,2
"790",5,5,3,4,5,3,3,5,4,4,2,3,21,165,50,1,1,1,5,0,2,1,1
"791",3,5,3,4,2,2,3,3,3,3,1,3,20,165,54,2,1,2,5,0,2,1,1
"792",4,3,2,3,3,3,2,3,3,1,2,3,17,185,84,0,0,2,5,1,2,1,2
"793",5,3,4,5,5,1,2,3,3,5,1,5,20,175,67,1,1,2,5,0,2,1,1
"794",5,4,4,5,3,2,3,5,5,4,2,2,23,163,59,3,1,2,1,0,2,1,1
"795",5,3,5,5,2,1,5,5,5,4,1,1,19,155,50,0,1,2,5,1,2,1,1
"796",5,4,4,4,2,2,2,3,3,5,1,5,22,183,70,1,0,2,5,0,2,1,2
"797",5,2,3,5,5,4,4,5,5,3,1,4,19,163,56,1,1,2,5,0,2,2,1
"798",5,5,4,5,5,3,2,5,5,5,2,3,19,153,44,0,1,2,5,1,2,1,1
"799",3,2,4,1,4,4,4,4,4,3,3,3,27,173,58,1,1,2,1,1,2,2,1
"800",5,3,2,5,5,2,3,5,5,3,2,3,18,165,45,5,1,1,5,0,2,1,1
"801",5,4,4,3,4,4,5,5,4,3,4,5,18,178,80,2,0,2,5,0,2,2,2
"802",5,1,1,5,4,3,1,5,4,2,1,3,20,155,45,1,1,2,5,0,2,1,1
"803",5,3,4,4,4,4,4,4,4,4,2,2,17,170,50,3,1,2,5,0,2,2,1
"804",5,1,1,5,5,2,2,5,3,2,1,2,16,164,60,1,1,2,5,0,2,1,1
"805",4,2,3,4,4,3,3,4,3,3,3,4,21,171,66,0,1,2,5,1,2,1,1
"806",5,1,3,5,5,4,2,4,5,3,5,5,18,167,62,4,1,2,5,1,1,2,1
"807",5,1,5,4,2,5,1,5,4,5,1,5,19,166,63,0,1,2,5,1,2,2,1
"808",5,1,2,3,4,2,3,3,3,2,1,4,18,172,55,3,1,2,5,0,1,2,1
"809",5,5,4,5,3,3,4,4,2,3,4,4,24,175,71,0,0,2,1,1,1,2,2
"810",5,4,4,5,4,5,4,5,5,3,1,5,19,162,47,1,1,2,5,0,1,2,1
"811",3,4,4,4,2,5,5,3,5,2,4,5,22,180,70,1,0,2,5,0,2,1,2
"812",5,1,4,4,3,5,5,5,5,3,3,5,22,193,100,0,0,2,5,1,2,2,2
"813",4,2,2,3,4,3,3,4,4,2,1,3,16,180,55,1,1,2,5,1,1,2,1
"814",5,4,3,5,5,4,2,5,5,4,3,3,18,170,75,1,1,2,5,0,1,2,2
"815",5,5,5,4,2,5,3,2,4,2,2,5,26,186,76,3,0,2,4,0,2,1,2
"816",4,2,3,5,4,5,4,5,5,4,4,4,19,179,60,1,0,2,5,1,2,1,1
"817",5,1,4,4,4,4,3,4,5,4,2,4,20,165,57,1,1,2,5,0,2,1,1
"818",4,2,4,4,5,2,3,5,3,4,2,4,20,175,62,0,1,2,5,0,2,1,1
"819",4,1,4,5,1,3,1,3,3,5,1,5,19,166,51,1,1,2,5,0,2,1,1
"820",4,4,4,5,4,4,4,3,2,3,2,5,20,175,65,5,0,2,5,0,2,1,1
"821",4,5,5,5,4,3,2,2,2,3,2,2,22,169,59,2,1,2,1,0,2,1,1
"822",4,5,4,4,3,2,5,5,5,4,2,4,24,176,48,1,1,1,4,0,2,1,1
"823",5,5,4,5,4,4,5,4,4,5,3,4,20,172,75,3,0,1,5,0,1,2,2
"824",3,3,4,4,4,1,1,3,4,5,2,1,21,167,56,1,1,2,5,0,1,2,1
"825",5,5,5,5,1,5,5,5,5,5,1,4,23,185,92,0,0,1,5,1,2,1,2
"826",5,5,5,5,5,5,5,5,5,5,3,5,17,170,65,2,1,2,5,0,2,1,1
"827",5,5,1,5,5,1,3,5,5,1,2,1,19,170,55,1,1,1,1,0,2,2,1
"828",5,4,4,5,1,5,5,4,5,5,5,5,18,187,71,1,0,2,5,0,2,1,2
"829",5,3,3,5,3,4,4,3,4,4,2,4,19,184,75,2,0,1,5,0,2,2,2
"830",5,3,4,5,4,4,5,5,5,2,2,5,19,180,70,2,0,2,1,0,1,1,2
"831",5,5,4,5,5,4,5,5,5,3,3,4,22,187,82,1,0,2,4,0,2,1,2
"832",4,2,2,4,2,4,2,4,4,4,2,4,18,177,60,1,0,2,5,0,2,1,1
"833",5,3,4,5,5,5,4,4,4,4,1,4,19,178,88,0,1,2,5,1,2,1,2
"834",4,5,3,5,3,4,2,5,5,5,3,1,20,175,120,2,1,2,5,0,2,1,2
"835",5,3,4,5,4,4,3,3,3,5,2,4,21,183,73,0,1,2,5,1,2,1,2
"836",5,3,4,4,4,3,2,3,5,5,3,3,23,175,85,1,1,2,5,1,1,1,2
"837",5,1,3,5,5,3,3,4,5,4,3,4,19,172,62,1,1,2,5,1,2,1,1
"838",5,4,5,4,4,3,4,3,2,3,3,2,19,183,83,1,0,2,5,0,1,2,2
"839",5,2,3,5,3,3,2,5,5,3,2,4,21,165,60,2,1,2,1,0,2,2,1
"840",5,2,3,5,4,3,5,5,5,4,2,5,19,194,90,0,0,1,5,1,2,1,2
"841",5,3,5,3,3,2,2,2,2,3,2,3,18,166,53,2,1,2,5,0,2,2,1
"842",5,5,5,4,3,5,3,3,4,2,2,3,19,168,57,1,1,1,5,0,1,2,1
"843",4,1,1,4,1,4,2,2,3,2,1,3,18,178,70,2,0,2,5,0,2,2,2
"844",5,4,2,5,4,1,1,5,5,1,1,2,22,172,60,2,1,2,5,0,1,2,1
"845",4,5,2,3,2,1,1,3,3,3,1,2,21,165,55,1,1,2,5,1,2,1,1
"846",5,3,4,4,5,2,2,4,5,1,1,2,20,167,53,1,1,2,5,0,2,1,1
