"","df.Music","df.Slow.songs.or.fast.songs","df.Dance","df.Folk","df.Country","df.Classical.music","df.Musical","df.Rock","df.Metal.or.Hardrock","df.Punk","df.Hiphop..Rap","df.Reggae..Ska","df.Swing..Jazz","df.Rock.n.roll","df.Alternative","df.Latino","df.Techno..Trance","df.Opera","df.Pop","cluster","Pc1","Pc2","kclust","hclust"
"323",-2,-4,-4,-2,-3,-3,-2,-5,-4,-3,-3,-3,-2,-4,-3,-1,-2,-1,-4,3,0.0498232319097232,1.26396984163313,"3","2"
"324",-5,-3,-2,-2,-3,-4,-2,-5,-4,-5,-1,-5,-4,-5,-5,-1,-2,-4,-1,3,-3.89053782525408,2.66395470556636,"3","2"
"325",-5,-2,-2,-1,-2,-2,-2,-4,-2,-2,-3,-3,-1,-1,-1,-1,-3,-1,-4,1,2.49760183021232,1.21804114568417,"1","1"
"326",-5,-3,-3,-1,-3,-4,-1,-5,-4,-4,-1,-2,-5,-5,-5,-1,-3,-1,-5,3,-1.96260280359412,1.65930898772967,"3","2"
"327",-5,-4,-3,-3,-2,-4,-3,-5,-3,-3,-4,-3,-3,-3,-2,-4,-1,-2,-5,2,-0.717926109014199,-0.766920974829287,"2","3"
"328",-5,-3,-5,-5,-5,-5,-5,-5,-3,-3,-2,-2,-5,-5,-3,-5,-2,-5,-5,2,-4.44283300832616,-3.34156030526477,"2","3"
"329",-4,-4,-2,-2,-2,-2,-2,-4,-2,-5,-1,-4,-2,-3,-4,-2,-4,-2,-2,3,-0.227483673102254,2.15204312038902,"3","2"
"330",-5,-4,-2,-1,-1,-1,-1,-3,-1,-1,-2,-1,-1,-1,-1,-1,-1,-1,-5,1,4.10526839896475,1.59817748974961,"1","1"
"331",-5,-3,-5,-2,-2,-1,-2,-3,-1,-1,-3,-3,-2,-2,-1,-2,-3,-1,-5,1,3.01030749694423,-1.20067854366604,"1","1"
"332",-5,-3,-2,-3,-3,-4,-2,-5,-4,-3,-1,-3,-4,-4,-5,-3,-1,-1,-3,3,-2.51636834190496,1.61012789541891,"3","2"
"333",-5,-3,-5,-4,-3,-4,-5,-4,-2,-2,-3,-3,-4,-3,-2,-4,-2,-4,-4,2,-1.63032431201553,-2.79175150863508,"2","3"
"334",-5,-4,-4,-3,-2,-2,-3,-4,-1,-1,-4,-2,-2,-4,-2,-5,-5,-1,-4,1,1.39846038515812,-2.14480799135208,"1","3"
"335",-5,-4,-2,-2,-3,-4,-3,-5,-3,-3,-1,-1,-3,-3,-3,-2,-1,-4,-2,3,-1.6392517374998,1.84163542095818,"3","2"
"336",-5,-3,-4,-3,-4,-2,-2,-1,-1,-1,-4,-2,-1,-2,-2,-5,-4,-1,-5,1,2.66131862817701,-2.66144722470869,"1","3"
"337",-5,-3,-2,-2,-2,-3,-4,-5,-3,-4,-3,-3,-3,-3,-5,-1,-2,-3,-3,3,-1.6374711659584,1.56041735594289,"3","2"
"338",-5,-4,-3,-1,-1,-2,-3,-5,-5,-3,-4,-4,-4,-4,-5,-2,-1,-1,-3,3,-1.02538383272695,1.73878653950896,"3","2"
"339",-5,-3,-5,-4,-4,-5,-4,-5,-3,-3,-4,-5,-5,-5,-4,-5,-3,-3,-4,2,-3.78134672548357,-3.03482523251755,"2","3"
"340",-5,-3,-3,-2,-1,-2,-3,-5,-3,-3,-5,-4,-2,-3,-3,-2,-4,-1,-4,1,0.681553006379181,0.223507945698255,"1","1"
"341",-5,-3,-5,-2,-2,-2,-4,-2,-1,-1,-5,-5,-3,-3,-2,-5,-2,-1,-5,2,1.55113210850317,-3.29614602239561,"2","3"
"342",-5,-3,-3,-4,-2,-4,-4,-4,-1,-3,-4,-5,-5,-4,-3,-5,-3,-3,-5,2,-2.0253204410407,-2.89364609980833,"2","3"
"343",-5,-4,-3,-2,-2,-3,-3,-2,-1,-1,-2,-2,-4,-3,-2,-5,-1,-2,-3,2,0.73333475504672,-1.00434858653762,"2","3"
"344",-4,-3,-1,-1,-2,-3,-2,-2,-1,-2,-2,-2,-3,-3,-4,-3,-3,-3,-2,1,0.5705035778583,1.15089700531114,"1","2"
"345",-4,-4,-3,-3,-3,-3,-3,-3,-2,-1,-3,-3,-3,-3,-2,-2,-1,-2,-3,1,0.429629138826194,-0.187615139469378,"1","1"
"346",-5,-4,-4,-3,-1,-3,-2,-3,-1,-1,-5,-3,-1,-2,-2,-5,-2,-1,-4,1,2.37217174403376,-1.66709750932028,"1","3"
"347",-5,-4,-1,-1,-3,-1,-1,-3,-5,-3,-2,-1,-1,-2,-2,-1,-1,-1,-1,3,1.59624661408718,4.17235695623109,"3","2"
"348",-5,-3,-3,-1,-1,-2,-1,-4,-2,-1,-1,-2,-2,-3,-2,-2,-1,-1,-3,1,1.83013429467,1.83908882033785,"1","1"
"349",-5,-4,-3,-1,-3,-1,-2,-4,-5,-3,-3,-2,-2,-4,-5,-1,-5,-1,-3,3,0.282295473392201,1.94782642546272,"3","2"
"350",-5,-3,-3,-4,-2,-5,-4,-3,-1,-1,-2,-3,-4,-3,-1,-2,-2,-5,-3,2,-1.08499968433214,-1.45733218793873,"2","3"
"351",-5,-3,-3,-5,-2,-2,-3,-1,-1,-1,-4,-2,-1,-2,-1,-4,-1,-1,-4,1,2.40499190940254,-1.60088507985214,"1","3"
"352",-5,-4,-3,-3,-2,-2,-2,-3,-3,-3,-5,-5,-3,-4,-3,-4,-5,-2,-2,2,-0.12723529728288,-0.687777400057331,"2","3"
"353",-5,-4,-2,-4,-1,-5,-5,-4,-3,-4,-2,-4,-3,-3,-4,-2,-1,-5,-4,3,-2.76060087857576,0.116161966047006,"3","2"
"354",-5,-3,-4,-1,-2,-3,-1,-2,-1,-1,-3,-3,-2,-2,-2,-1,-4,-3,-4,1,2.42370345108572,-0.459659097072804,"1","1"
"355",-5,-3,-2,-1,-3,-1,-3,-5,-4,-1,-1,-1,-1,-2,-2,-3,-1,-2,-2,3,0.869338742938825,2.25458265125139,"3","2"
"356",-2,-3,-2,-3,-3,-3,-4,-4,-2,-2,-2,-4,-2,-4,-3,-3,-1,-3,-3,2,-0.970124335305397,0.301235949407352,"2","2"
"357",-5,-3,-4,-5,-5,-5,-2,-5,-1,-5,-3,-2,-2,-5,-5,-1,-5,-3,-4,2,-2.63373166681684,-0.729786997489417,"2","2"
"358",-5,-3,-4,-5,-1,-4,-5,-4,-1,-1,-3,-3,-4,-4,-1,-5,-4,-4,-5,2,-1.04107593211333,-3.76987804451891,"2","3"
"359",-5,-3,-4,-2,-3,-3,-3,-3,-1,-3,-3,-3,-5,-3,-2,-2,-2,-2,-3,2,-0.122646572116926,-0.699956393956603,"2","3"
"360",-5,-5,-3,-4,-3,-5,-5,-1,-1,-1,-1,-1,-4,-5,-3,-5,-1,-5,-3,2,-1.88401580900703,-2.26280992156569,"2","3"
"361",-5,-4,-5,-1,-5,-1,-5,-4,-1,-3,-4,-2,-3,-4,-3,-2,-4,-1,-4,2,0.509752516968505,-1.5220727723366,"2","3"
"362",-5,-5,-4,-2,-1,-3,-1,-5,-1,-5,-4,-1,-1,-5,-3,-1,-1,-1,-4,3,0.91044870991428,1.60869531846311,"3","2"
"363",-5,-3,-3,-2,-2,-3,-4,-5,-1,-1,-4,-2,-4,-3,-1,-5,-2,-2,-5,2,0.346493349817537,-2.08834079011561,"2","3"
"364",-5,-5,-3,-1,-1,-1,-1,-5,-5,-1,-1,-1,-1,-1,-1,-1,-5,-1,-3,1,2.99574430355832,2.5783984470916,"1","1"
"365",-5,-3,-4,-3,-1,-2,-2,-4,-4,-4,-2,-2,-2,-4,-2,-2,-3,-2,-4,3,0.155519949814414,0.9159039258815,"3","2"
"366",-5,-3,-4,-3,-2,-5,-3,-3,-2,-1,-3,-2,-3,-4,-4,-2,-2,-2,-5,2,-0.35270804843115,-1.16176974490245,"2","3"
"367",-5,-3,-3,-1,-1,-1,-1,-5,-1,-2,-4,-2,-1,-5,-3,-3,-3,-1,-5,1,1.86645007365352,0.398138555554675,"1","1"
"368",-5,-5,-1,-2,-1,-2,-2,-2,-4,-5,-1,-5,-1,-4,-4,-1,-1,-2,-1,3,-0.340256408039549,3.817868501637,"3","2"
"369",-5,-1,-4,-4,-2,-2,-3,-1,-1,-1,-1,-2,-1,-2,-2,-4,-1,-2,-5,1,1.79612451399939,-1.51226691852684,"1","3"
"370",-5,-3,-5,-2,-5,-5,-5,-5,-1,-1,-3,-3,-4,-5,-5,-3,-3,-5,-5,2,-2.98116407348161,-3.11187593536026,"2","3"
"371",-5,-4,-1,-1,-1,-3,-1,-5,-3,-5,-1,-3,-2,-1,-1,-1,-1,-3,-2,3,0.440685504350903,3.76448830587727,"3","2"
"372",-5,-2,-2,-3,-2,-5,-5,-4,-1,-1,-2,-2,-5,-3,-2,-3,-2,-3,-5,2,-1.26512746266572,-1.64496147011957,"2","3"
"373",-5,-5,-4,-1,-1,-1,-4,-1,-1,-1,-4,-2,-1,-1,-1,-5,-5,-3,-5,1,3.96621805624717,-2.59676056226729,"1","3"
"374",-5,-2,-3,-2,-1,-3,-3,-4,-3,-3,-1,-3,-3,-3,-3,-3,-2,-3,-5,3,-0.603946615746216,0.22770687832339,"3","2"
"375",-5,-3,-3,-1,-1,-2,-3,-5,-3,-5,-3,-4,-3,-4,-5,-1,-2,-3,-4,3,-1.22003308206657,1.61772254179086,"3","2"
"376",-5,-2,-1,-1,-1,-1,-1,-5,-4,-1,-1,-3,-4,-4,-4,-2,-1,-1,-2,3,-0.285520025647155,3.27638053881318,"3","2"
"377",-5,-3,-3,-3,-1,-5,-1,-3,-1,-2,-2,-3,-5,-3,-5,-3,-2,-4,-2,2,-1.38826681132347,0.0986994494984606,"2","3"
"378",-5,-3,-5,-3,-2,-4,-5,-3,-2,-4,-3,-2,-2,-2,-1,-2,-3,-3,-5,2,0.38478616472895,-1.67245173841384,"2","3"
"379",-5,-5,-3,-3,-3,-4,-2,-4,-2,-2,-2,-4,-3,-3,-3,-4,-3,-2,-4,2,-0.524813400447138,-0.852151195016887,"2","3"
"380",-4,-3,-4,-1,-3,-2,-3,-2,-1,-1,-3,-3,-3,-2,-2,-4,-5,-4,-2,1,1.40918637951745,-1.56135375150104,"1","3"
"381",-5,-3,-2,-2,-2,-3,-1,-5,-4,-3,-3,-3,-3,-4,-5,-3,-1,-1,-1,3,-1.33808800033259,2.62798886859932,"3","2"
"382",-5,-3,-4,-4,-4,-2,-4,-4,-3,-4,-2,-2,-2,-3,-5,-3,-2,-2,-5,2,-1.27756921336596,-0.534272254268776,"2","2"
"383",-5,-4,-4,-1,-2,-2,-3,-3,-1,-1,-4,-3,-3,-2,-1,-5,-4,-1,-5,1,2.494968101786,-2.36803956507589,"1","3"
"384",-5,-3,-1,-1,-1,-1,-2,-5,-5,-3,-2,-1,-1,-5,-3,-1,-1,-1,-3,3,0.326543723923846,3.95151178555962,"3","2"
"385",-4,-3,-2,-2,-2,-2,-1,-4,-2,-2,-2,-3,-2,-3,-2,-4,-3,-2,-4,1,1.02840119515597,0.445842806842149,"1","3"
"386",-5,-3,-2,-1,-1,-1,-2,-3,-1,-2,-3,-1,-1,-3,-1,-1,-4,-1,-3,1,3.2276236260754,1.46460363083863,"1","1"
"387",-5,-3,-1,-1,-1,-2,-3,-5,-4,-4,-4,-3,-1,-2,-1,-2,-1,-2,-4,3,0.892586815047353,2.13392153445129,"3","2"
"388",-5,-5,-5,-2,-2,-1,-1,-2,-1,-1,-4,-2,-2,-3,-3,-2,-4,-1,-4,1,3.16840633565661,-0.865432268397019,"1","1"
"389",-5,-3,-4,-1,-2,-4,-3,-4,-1,-1,-3,-3,-3,-4,-3,-3,-4,-1,-4,2,0.571552374577453,-1.15734627834393,"2","3"
"390",-5,-3,-4,-2,-4,-3,-3,-4,-1,-4,-3,-4,-4,-4,-2,-2,-2,-1,-5,2,-0.548625865794491,-1.0340079619222,"2","3"
"391",-4,-3,-2,-2,-2,-4,-3,-3,-1,-2,-3,-3,-3,-3,-2,-3,-3,-3,-3,2,0.232816661925,-0.364443172558611,"2","1"
"392",-5,-4,-3,-2,-4,-2,-2,-3,-4,-4,-2,-5,-4,-5,-5,-2,-4,-2,-2,3,-1.94255102079149,0.985162254557181,"3","2"
"393",-5,-3,-4,-2,-2,-2,-3,-3,-1,-1,-4,-2,-3,-2,-2,-5,-1,-1,-5,1,1.88350367735951,-1.8834427171343,"1","3"
"394",-4,-3,-4,-1,-2,-2,-1,-3,-1,-1,-4,-2,-1,-2,-1,-1,-4,-1,-3,1,3.64864781024429,0.346211448476857,"1","1"
"395",-3,-2,-1,-3,-3,-3,-4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-2,-1,1,1.98041255552481,1.60067016819612,"1","3"
"396",-5,-3,-4,-2,-2,-2,-2,-4,-1,-1,-4,-1,-2,-4,-3,-2,-3,-2,-4,1,1.46320722634689,-0.435471414681196,"1","1"
"397",-5,-3,-3,-3,-1,-2,-5,-4,-2,-2,-2,-3,-3,-5,-2,-5,-1,-1,-3,2,-0.565473170074415,-0.607296932716984,"2","3"
"398",-5,-4,-4,-3,-1,-5,-3,-3,-1,-1,-2,-2,-1,-1,-1,-3,-1,-4,-5,1,1.44041597554157,-1.33090882622546,"1","3"
"399",-5,-3,-3,-2,-2,-3,-1,-4,-1,-1,-3,-2,-3,-2,-2,-3,-3,-1,-4,1,1.71839163665251,-0.25963833592612,"1","3"
"400",-5,-3,-4,-1,-1,-1,-1,-3,-3,-3,-3,-3,-2,-4,-3,-1,-3,-1,-5,1,1.83187883372887,0.951302155716963,"1","1"
"401",-4,-4,-2,-1,-1,-2,-3,-5,-3,-4,-3,-5,-4,-4,-4,-2,-1,-1,-4,3,-0.753531897073688,1.61084855094998,"3","2"
"402",-5,-3,-4,-2,-1,-2,-3,-5,-2,-5,-3,-3,-2,-3,-2,-2,-4,-2,-5,1,0.549507390751387,0.0323892494954074,"1","1"
"403",-5,-5,-3,-1,-1,-1,-1,-2,-1,-4,-5,-5,-1,-2,-3,-1,-1,-1,-3,1,2.8841726941506,1.44396955753206,"1","1"
"404",-5,-4,-4,-2,-1,-2,-1,-5,-2,-3,-2,-2,-2,-3,-3,-2,-4,-1,-4,1,1.34196089667196,0.938786751830465,"1","1"
"405",-4,-2,-2,-2,-3,-3,-3,-3,-2,-3,-1,-4,-3,-3,-5,-2,-3,-3,-2,3,-1.21652257983624,1.14975178962258,"3","2"
"406",-5,-4,-3,-1,-1,-1,-1,-4,-2,-4,-5,-5,-1,-1,-3,-1,-1,-1,-2,1,2.2618272655014,2.25921371904769,"1","1"
"407",-5,-3,-2,-4,-3,-3,-3,-3,-1,-1,-1,-3,-3,-3,-3,-4,-2,-4,-3,2,-0.89433272707366,-0.826420264529662,"2","3"
"408",-5,-3,-3,-1,-1,-3,-3,-3,-1,-1,-3,-3,-1,-1,-5,-5,-1,-1,-5,1,1.8780653169949,-0.62645816916548,"1","3"
"409",-5,-4,-4,-3,-3,-3,-2,-4,-1,-4,-2,-3,-2,-4,-2,-5,-3,-2,-3,2,-0.308752269488831,-0.806402814925663,"2","3"
"410",-5,-3,-3,-2,-2,-3,-4,-1,-1,-2,-2,-4,-4,-2,-3,-5,-2,-2,-3,2,0.396721585603655,-1.45627832594656,"2","3"
"411",-5,-3,-3,-1,-3,-3,-3,-3,-1,-1,-4,-1,-3,-3,-1,-3,-5,-1,-4,1,1.96540994611702,-1.33011916165322,"1","3"
"412",-4,-2,-4,-3,-2,-3,-2,-2,-2,-1,-4,-2,-1,-2,-2,-2,-2,-1,-3,1,2.31027447650038,-0.174393845387346,"1","1"
"413",-5,-3,-3,-2,-4,-4,-2,-5,-2,-2,-5,-4,-4,-5,-2,-2,-2,-2,-4,2,-1.18220831764456,-0.807278067604019,"2","3"
"414",-4,-3,-4,-3,-1,-2,-3,-2,-1,-1,-3,-3,-2,-3,-1,-3,-1,-3,-5,1,1.88143592201193,-1.49198152284667,"1","3"
"415",-5,-3,-4,-2,-2,-2,-2,-5,-4,-5,-2,-5,-3,-4,-5,-2,-2,-1,-3,3,-1.52659787580041,1.68627064389067,"3","2"
"416",-3,-3,-2,-2,-4,-3,-2,-3,-1,-2,-1,-1,-1,-2,-1,-1,-1,-2,-4,1,1.75560217054954,1.25064364326892,"1","1"
"417",-5,-2,-1,-1,-1,-1,-1,-4,-4,-3,-1,-1,-1,-1,-4,-1,-1,-1,-2,3,1.57440854801319,4.48860071673296,"3","2"
"418",-5,-3,-5,-1,-1,-3,-1,-3,-1,-1,-5,-2,-1,-1,-3,-1,-5,-1,-5,1,3.77559637300865,-0.793204894007113,"1","1"
"419",-5,-3,-2,-1,-1,-4,-3,-5,-4,-3,-3,-3,-5,-5,-5,-5,-1,-2,-4,3,-2.4605336957185,0.496755091232828,"3","2"
"420",-5,-3,-2,-1,-1,-2,-4,-5,-3,-3,-1,-2,-3,-5,-5,-2,-1,-1,-2,3,-1.16003657340339,2.68289101456406,"3","2"
"421",-5,-4,-5,-2,-3,-2,-3,-4,-2,-2,-2,-2,-2,-4,-4,-2,-3,-2,-4,2,0.308691170122757,-0.35803094971905,"2","3"
"422",-5,-4,-5,-3,-5,-3,-4,-4,-2,-3,-4,-3,-4,-5,-4,-5,-4,-4,-5,2,-2.24494549685841,-3.38509789034483,"2","3"
"423",-5,-4,-4,-4,-1,-5,-1,-2,-4,-1,-1,-1,-4,-4,-4,-1,-5,-4,-1,3,-0.903012540645181,0.755138765771806,"3","3"
"424",-3,-4,-2,-1,-3,-1,-1,-4,-2,-4,-4,-4,-3,-1,-1,-1,-1,-1,-3,1,1.98535991536639,1.9860927224118,"1","1"
"425",-5,-4,-3,-2,-1,-5,-3,-5,-3,-5,-3,-2,-4,-3,-1,-5,-1,-1,-4,2,-0.879742321723431,0.0609345582389865,"2","3"
"426",-5,-3,-4,-2,-1,-2,-1,-5,-1,-1,-1,-3,-5,-4,-4,-4,-1,-1,-4,2,-0.0786989091042825,-0.0169601787447109,"2","3"
"427",-3,-3,-4,-2,-2,-2,-1,-2,-1,-1,-3,-2,-3,-3,-3,-3,-2,-1,-4,1,2.23882950082671,-0.399093749351435,"1","3"
"428",-5,-3,-2,-4,-3,-5,-4,-5,-3,-2,-3,-3,-5,-5,-4,-3,-1,-4,-3,2,-3.76720607780274,-0.492560848695658,"2","2"
"429",-5,-5,-2,-2,-2,-1,-1,-5,-1,-5,-3,-5,-2,-5,-5,-1,-1,-1,-2,3,-0.458902773200095,2.77312452751725,"3","2"
"430",-4,-3,-3,-2,-2,-2,-3,-2,-1,-1,-5,-1,-1,-2,-1,-5,-4,-2,-3,1,2.95880317634085,-1.48543318981006,"1","3"
"431",-5,-3,-3,-2,-2,-2,-2,-4,-2,-3,-3,-2,-2,-3,-1,-5,-1,-2,-4,1,0.883778431538014,-0.175032148580747,"1","3"
"432",-5,-5,-3,-3,-1,-4,-4,-5,-2,-2,-1,-2,-3,-4,-5,-3,-2,-2,-2,3,-1.40409200447576,0.847229921702693,"3","2"
"433",-5,-3,-4,-1,-2,-2,-1,-3,-1,-1,-5,-2,-2,-3,-3,-4,-2,-1,-5,1,2.45941613034619,-1.10732052505199,"1","3"
"434",-5,-3,-2,-2,-1,-2,-4,-5,-2,-2,-1,-4,-5,-4,-5,-2,-1,-2,-2,3,-1.73562194783863,1.51523175707787,"3","2"
"435",-3,-2,-3,-2,-4,-5,-4,-3,-1,-1,-2,-2,-2,-4,-3,-4,-2,-4,-3,2,-0.947654540034935,-1.1850346160485,"2","3"
"436",-5,-4,-3,-3,-3,-4,-4,-5,-2,-3,-1,-3,-5,-5,-1,-4,-1,-5,-5,2,-2.82471414938965,-1.49099826842275,"2","2"
"437",-5,-3,-3,-2,-1,-3,-2,-4,-1,-1,-1,-3,-2,-3,-5,-3,-1,-1,-2,3,0.430478830452171,1.31779627081297,"3","2"
"438",-5,-3,-3,-5,-2,-4,-2,-4,-2,-1,-1,-2,-2,-4,-5,-4,-4,-4,-2,2,-1.62494305824151,-0.316269833365259,"2","3"
"439",-5,-3,-4,-5,-3,-4,-2,-4,-2,-2,-2,-2,-4,-4,-2,-5,-2,-2,-4,2,-1.28946868789772,-1.76695581730255,"2","3"
"440",-5,-4,-4,-3,-2,-4,-2,-5,-3,-4,-3,-3,-4,-5,-3,-1,-3,-3,-2,3,-1.91645726556034,0.829446252237934,"3","2"
"441",-5,-3,-2,-2,-1,-5,-5,-4,-1,-1,-1,-1,-1,-2,-1,-4,-5,-4,-4,2,0.644138583084387,-1.09716707942826,"2","3"
"442",-5,-3,-5,-1,-1,-2,-2,-1,-1,-1,-5,-2,-1,-2,-2,-2,-1,-1,-5,1,3.96480547306348,-0.978089961892777,"1","1"
"443",-5,-4,-3,-4,-2,-2,-2,-5,-3,-4,-3,-3,-2,-4,-4,-2,-1,-1,-3,3,-0.766067146084276,1.48897803765667,"3","2"
"444",-5,-4,-2,-1,-1,-1,-1,-2,-3,-3,-5,-1,-1,-1,-2,-1,-2,-1,-2,1,3.5302066763741,2.52358728440892,"1","1"
"445",-5,-4,-3,-4,-3,-3,-4,-2,-1,-1,-2,-5,-4,-4,-4,-4,-1,-2,-2,2,-1.20903679599936,-1.29650483180809,"2","3"
"446",-5,-3,-5,-3,-3,-4,-4,-4,-3,-2,-4,-4,-4,-3,-3,-3,-2,-4,-4,2,-1.59975226780489,-2.08991883261482,"2","3"
"447",-5,-3,-3,-1,-2,-3,-2,-3,-1,-1,-4,-4,-4,-3,-3,-2,-1,-1,-3,1,0.965845935013664,0.0243443658418391,"1","1"
"448",-5,-4,-3,-1,-1,-2,-3,-4,-5,-5,-3,-2,-1,-3,-3,-3,-3,-1,-3,3,0.566722746485709,2.00026520864102,"3","2"
"449",-5,-3,-1,-5,-5,-2,-2,-5,-1,-1,-1,-2,-1,-5,-3,-2,-1,-2,-3,3,-1.06325763909739,0.946515502882155,"3","2"
"450",-5,-4,-4,-3,-3,-3,-4,-5,-5,-3,-1,-2,-3,-3,-4,-2,-1,-2,-4,3,-1.69096954477956,0.846962168780423,"3","2"
"451",-5,-5,-5,-3,-1,-2,-3,-4,-4,-3,-5,-3,-2,-3,-3,-2,-4,-3,-5,2,0.652225918565774,-0.989813255357799,"2","1"
"452",-5,-3,-3,-1,-1,-4,-4,-4,-3,-3,-4,-3,-1,-1,-3,-4,-4,-4,-4,2,0.444311062301029,-0.598397954281079,"2","3"
"453",-5,-4,-4,-2,-2,-3,-2,-4,-1,-2,-4,-3,-3,-2,-2,-5,-4,-4,-5,2,0.797765758563737,-2.34694144844305,"2","3"
"454",-5,-4,-4,-3,-1,-2,-1,-2,-2,-1,-4,-4,-2,-2,-2,-2,-4,-1,-1,1,2.49813326585478,0.192334990424327,"1","1"
"455",-5,-3,-3,-1,-2,-2,-2,-2,-1,-1,-4,-4,-2,-2,-2,-4,-2,-1,-4,1,2.50245021494896,-0.907346430152259,"1","3"
"456",-5,-3,-5,-5,-1,-5,-4,-3,-2,-2,-3,-3,-4,-4,-2,-5,-3,-3,-5,2,-1.2237469333763,-3.36871706252792,"2","3"
"457",-5,-3,-4,-2,-2,-3,-3,-3,-1,-2,-3,-3,-3,-3,-3,-4,-4,-3,-4,2,0.413521495463356,-1.71540992899875,"2","3"
"458",-3,-4,-3,-3,-3,-3,-3,-5,-1,-3,-3,-3,-3,-3,-3,-3,-1,-3,-3,2,-0.712103213748115,0.0229631316641186,"2","2"
"459",-5,-4,-3,-1,-1,-2,-2,-4,-4,-4,-5,-5,-3,-4,-3,-3,-1,-1,-4,3,0.0746651927756634,0.809925608563657,"3","2"
"460",-5,-4,-3,-1,-1,-5,-3,-5,-1,-2,-5,-1,-3,-5,-1,-1,-3,-2,-5,1,0.662559327564338,-0.464614522453768,"1","1"
"461",-5,-2,-1,-2,-2,-2,-1,-5,-3,-2,-1,-1,-2,-3,-4,-3,-1,-2,-3,3,-0.138629691992998,2.59533548615571,"3","2"
"462",-5,-3,-3,-5,-2,-3,-3,-2,-1,-1,-1,-1,-1,-1,-4,-3,-1,-1,-5,1,1.48471643288556,-0.549674205982363,"1","3"
"463",-5,-4,-2,-5,-4,-5,-2,-5,-4,-3,-1,-2,-3,-5,-5,-2,-1,-1,-2,3,-3.21424720776423,1.83697436192067,"3","2"
"464",-5,-3,-4,-2,-1,-3,-3,-4,-2,-1,-2,-4,-5,-3,-3,-4,-4,-2,-4,2,-0.164102738927765,-1.46023039379341,"2","3"
"465",-5,-3,-3,-1,-2,-2,-2,-5,-2,-3,-2,-2,-3,-5,-5,-3,-3,-2,-3,3,-0.742946496405357,1.16187761795139,"3","2"
"466",-5,-1,-3,-3,-4,-4,-4,-5,-3,-4,-4,-3,-4,-5,-1,-4,-4,-1,-5,2,-1.98361552865721,-1.78106343321334,"2","3"
"467",-5,-5,-2,-1,-1,-1,-2,-2,-2,-1,-5,-3,-1,-1,-1,-3,-5,-1,-4,1,4.20574487536308,-0.289560299758839,"1","1"
"468",-5,-3,-3,-2,-1,-4,-3,-4,-1,-3,-3,-3,-1,-3,-5,-1,-2,-3,-3,3,-0.0683051582807205,1.01651199334036,"3","2"
"469",-5,-3,-3,-2,-1,-3,-3,-4,-4,-4,-4,-2,-1,-3,-3,-3,-3,-2,-4,3,0.325650058687112,0.682113016296288,"3","2"
"470",-5,-3,-3,-2,-2,-5,-1,-5,-4,-1,-1,-1,-1,-3,-4,-1,-1,-4,-4,3,-0.627939332866732,1.8568992000966,"3","2"
"471",-5,-3,-3,-5,-1,-5,-5,-5,-1,-2,-4,-4,-2,-5,-3,-3,-3,-5,-5,2,-2.21214351722453,-2.41040340102544,"2","2"
"472",-5,-4,-3,-2,-2,-2,-3,-2,-2,-2,-4,-3,-2,-2,-2,-3,-1,-1,-3,1,1.89656258493973,-0.0196036128318608,"1","1"
"473",-5,-4,-2,-3,-1,-4,-5,-5,-4,-3,-2,-2,-2,-4,-5,-3,-1,-3,-2,3,-2.28156928507422,1.54749464353569,"3","2"
"474",-5,-3,-3,-3,-3,-3,-1,-3,-3,-3,-3,-3,-3,-3,-3,-1,-3,-1,-3,3,0.216462517571345,0.929132249276707,"3","2"
"475",-5,-3,-3,-2,-2,-5,-5,-5,-3,-3,-2,-5,-5,-5,-4,-5,-1,-5,-4,2,-4.0943043170076,-1.38434464674581,"2","2"
"476",-5,-4,-1,-4,-2,-5,-3,-4,-5,-2,-2,-2,-1,-4,-3,-1,-1,-5,-1,3,-2.17045170818618,2.40164681597377,"3","2"
"477",-5,-3,-2,-5,-4,-3,-3,-5,-2,-2,-1,-3,-3,-5,-4,-2,-1,-2,-3,3,-2.45447046914398,0.558650409363483,"3","2"
"478",-3,-3,-4,-4,-2,-2,-2,-2,-1,-1,-3,-1,-1,-1,-3,-2,-3,-2,-3,1,2.68941057813995,-0.233949743835457,"1","1"
"479",-4,-3,-3,-4,-2,-3,-4,-3,-2,-2,-3,-1,-2,-3,-2,-3,-3,-1,-3,1,0.791525865529754,-0.416803285026169,"1","1"
"480",-5,-5,-5,-3,-1,-1,-2,-1,-1,-2,-4,-5,-3,-1,-2,-4,-2,-1,-5,1,2.96308167277209,-2.19029575297439,"1","3"
"481",-5,-3,-2,-3,-3,-2,-3,-4,-2,-2,-2,-4,-4,-4,-3,-3,-1,-2,-4,2,-1.06410264716185,-0.0942166057402184,"2","3"
"482",-5,-3,-5,-2,-2,-1,-2,-4,-2,-1,-5,-3,-1,-2,-1,-1,-1,-1,-2,1,2.72582031076699,0.44810341786956,"1","1"
"483",-5,-3,-4,-3,-3,-4,-2,-4,-1,-3,-5,-3,-4,-4,-2,-4,-4,-3,-4,2,-0.675107910363618,-2.25536741479739,"2","3"
"484",-5,-4,-4,-1,-3,-3,-1,-5,-2,-3,-5,-3,-1,-3,-3,-1,-2,-1,-4,1,1.26300089418264,0.766100304636306,"1","2"
